id_lancamento,data_pagamento,codigo_conta,conta,grupo_dre,tipo,categoria_dre,centro_custo,documento_origem,valor
F0019986,2025-06-20,4.01.001,CMV - Metalmecânica,Custos dos Produtos Vendidos,Despesa,CMV,CC-MET,V009993,396.86
F0019987,2025-06-20,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V009994,256.14
F0019988,2025-06-20,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V009994,169.85
F0019989,2025-06-20,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V009995,41.56
F0019990,2025-06-20,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V009995,28.49
F0019991,2025-06-20,3.01.002,Receita de Vendas - Plásticos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-PLÁ,V009996,204.23
F0019992,2025-06-20,4.01.002,CMV - Plásticos,Custos dos Produtos Vendidos,Despesa,CMV,CC-PLÁ,V009996,156.85
F0019993,2025-06-20,3.01.002,Receita de Vendas - Plásticos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-PLÁ,V009997,557.08
F0019994,2025-06-20,4.01.002,CMV - Plásticos,Custos dos Produtos Vendidos,Despesa,CMV,CC-PLÁ,V009997,370.88
F0019995,2025-06-20,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V009998,1549.79
F0019996,2025-06-20,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V009998,1067.05
F0019997,2025-06-20,3.01.001,Receita de Vendas - Metalmecânica,Receitas Operacionais,Receita,Faturamento de Vendas,CC-MET,V009999,1235.12
F0019998,2025-06-20,4.01.001,CMV - Metalmecânica,Custos dos Produtos Vendidos,Despesa,CMV,CC-MET,V009999,739.33
F0019999,2025-06-20,3.01.002,Receita de Vendas - Plásticos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-PLÁ,V010000,2019.6
F0020000,2025-06-20,4.01.002,CMV - Plásticos,Custos dos Produtos Vendidos,Despesa,CMV,CC-PLÁ,V010000,1716.22
F0020001,2025-06-20,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V010001,539.09
F0020002,2025-06-20,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V010001,462.22
F0020003,2025-06-20,3.01.002,Receita de Vendas - Plásticos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-PLÁ,V010002,2143.08
F0020004,2025-06-20,4.01.002,CMV - Plásticos,Custos dos Produtos Vendidos,Despesa,CMV,CC-PLÁ,V010002,1535.13
F0020005,2025-06-20,3.01.001,Receita de Vendas - Metalmecânica,Receitas Operacionais,Receita,Faturamento de Vendas,CC-MET,V010003,2957.54
F0020006,2025-06-20,4.01.001,CMV - Metalmecânica,Custos dos Produtos Vendidos,Despesa,CMV,CC-MET,V010003,2139.39
F0020007,2025-06-20,3.01.001,Receita de Vendas - Metalmecânica,Receitas Operacionais,Receita,Faturamento de Vendas,CC-MET,V010004,1951.37
F0020008,2025-06-20,4.01.001,CMV - Metalmecânica,Custos dos Produtos Vendidos,Despesa,CMV,CC-MET,V010004,1376.25
F0020009,2025-06-20,3.01.001,Receita de Vendas - Metalmecânica,Receitas Operacionais,Receita,Faturamento de Vendas,CC-MET,V010005,805.06
F0020010,2025-06-20,4.01.001,CMV - Metalmecânica,Custos dos Produtos Vendidos,Despesa,CMV,CC-MET,V010005,528.34
F0020011,2025-06-20,3.01.002,Receita de Vendas - Plásticos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-PLÁ,V010006,5047.82
F0020012,2025-06-20,4.01.002,CMV - Plásticos,Custos dos Produtos Vendidos,Despesa,CMV,CC-PLÁ,V010006,3798.14
F0020013,2025-06-20,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V010007,2404.49
F0020014,2025-06-20,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V010007,1696.38
F0020015,2025-06-20,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V010008,2233.2
F0020016,2025-06-20,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V010008,1647.34
F0020017,2025-06-20,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V010009,81.98
F0020018,2025-06-20,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V010009,55.49
F0020019,2025-06-20,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V010010,81.55
F0020020,2025-06-20,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V010010,67.48
F0020021,2025-06-21,3.01.002,Receita de Vendas - Plásticos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-PLÁ,V010011,2514.29
F0020022,2025-06-21,4.01.002,CMV - Plásticos,Custos dos Produtos Vendidos,Despesa,CMV,CC-PLÁ,V010011,2156.71
F0020023,2025-06-22,3.01.001,Receita de Vendas - Metalmecânica,Receitas Operacionais,Receita,Faturamento de Vendas,CC-MET,V010012,345.8
F0020024,2025-06-22,4.01.001,CMV - Metalmecânica,Custos dos Produtos Vendidos,Despesa,CMV,CC-MET,V010012,223.72
F0020025,2025-06-22,3.01.002,Receita de Vendas - Plásticos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-PLÁ,V010013,1100.38
F0020026,2025-06-22,4.01.002,CMV - Plásticos,Custos dos Produtos Vendidos,Despesa,CMV,CC-PLÁ,V010013,681.66
F0020027,2025-06-22,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V010014,479.35
F0020028,2025-06-22,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V010014,308.78
F0020029,2025-06-22,3.01.001,Receita de Vendas - Metalmecânica,Receitas Operacionais,Receita,Faturamento de Vendas,CC-MET,V010015,2514.96
F0020030,2025-06-22,4.01.001,CMV - Metalmecânica,Custos dos Produtos Vendidos,Despesa,CMV,CC-MET,V010015,2139.08
F0020031,2025-06-22,3.01.001,Receita de Vendas - Metalmecânica,Receitas Operacionais,Receita,Faturamento de Vendas,CC-MET,V010016,1359.86
F0020032,2025-06-22,4.01.001,CMV - Metalmecânica,Custos dos Produtos Vendidos,Despesa,CMV,CC-MET,V010016,1164.44
F0020033,2025-06-22,3.01.001,Receita de Vendas - Metalmecânica,Receitas Operacionais,Receita,Faturamento de Vendas,CC-MET,V010017,307.6
F0020034,2025-06-22,4.01.001,CMV - Metalmecânica,Custos dos Produtos Vendidos,Despesa,CMV,CC-MET,V010017,214.92
F0020035,2025-06-22,3.01.001,Receita de Vendas - Metalmecânica,Receitas Operacionais,Receita,Faturamento de Vendas,CC-MET,V010018,8309.19
F0020036,2025-06-22,4.01.001,CMV - Metalmecânica,Custos dos Produtos Vendidos,Despesa,CMV,CC-MET,V010018,5760.18
F0020037,2025-06-22,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V010019,781.64
F0020038,2025-06-22,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V010019,467.46
F0020039,2025-06-23,3.01.002,Receita de Vendas - Plásticos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-PLÁ,V010020,93.93
F0020040,2025-06-23,4.01.002,CMV - Plásticos,Custos dos Produtos Vendidos,Despesa,CMV,CC-PLÁ,V010020,76.75
F0020041,2025-06-23,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V010021,4282.08
F0020042,2025-06-23,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V010021,3249.27
F0020043,2025-06-23,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V010022,1853.26
F0020044,2025-06-23,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V010022,1203.69
F0020045,2025-06-23,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V010023,575.81
F0020046,2025-06-23,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V010023,461.99
F0020047,2025-06-23,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V010024,815.39
F0020048,2025-06-23,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V010024,491.34
F0020049,2025-06-23,3.01.002,Receita de Vendas - Plásticos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-PLÁ,V010025,2431.79
F0020050,2025-06-23,4.01.002,CMV - Plásticos,Custos dos Produtos Vendidos,Despesa,CMV,CC-PLÁ,V010025,1498.36
F0020051,2025-06-23,3.01.002,Receita de Vendas - Plásticos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-PLÁ,V010026,1258.78
F0020052,2025-06-23,4.01.002,CMV - Plásticos,Custos dos Produtos Vendidos,Despesa,CMV,CC-PLÁ,V010026,994.74
F0020053,2025-06-23,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V010027,1609.71
F0020054,2025-06-23,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V010027,1210.42
F0020055,2025-06-23,3.01.004,Receita de Vendas - Embalagens,Receitas Operacionais,Receita,Faturamento de Vendas,CC-EMB,V010028,896.05
F0020056,2025-06-23,4.01.004,CMV - Embalagens,Custos dos Produtos Vendidos,Despesa,CMV,CC-EMB,V010028,580.79
F0020057,2025-06-23,3.01.001,Receita de Vendas - Metalmecânica,Receitas Operacionais,Receita,Faturamento de Vendas,CC-MET,V010029,217.72
F0020058,2025-06-23,4.01.001,CMV - Metalmecânica,Custos dos Produtos Vendidos,Despesa,CMV,CC-MET,V010029,164.75
F0020059,2025-06-23,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V010030,4511.78
F0020060,2025-06-23,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V010030,3838.82
F0020061,2025-06-23,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V010031,37.16
F0020062,2025-06-23,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V010031,29.76
F0020063,2025-06-23,3.01.004,Receita de Vendas - Embalagens,Receitas Operacionais,Receita,Faturamento de Vendas,CC-EMB,V010032,2848.2
F0020064,2025-06-23,4.01.004,CMV - Embalagens,Custos dos Produtos Vendidos,Despesa,CMV,CC-EMB,V010032,2112.99
F0020065,2025-06-23,3.01.001,Receita de Vendas - Metalmecânica,Receitas Operacionais,Receita,Faturamento de Vendas,CC-MET,V010033,35.43
F0020066,2025-06-23,4.01.001,CMV - Metalmecânica,Custos dos Produtos Vendidos,Despesa,CMV,CC-MET,V010033,29.61
F0020067,2025-06-23,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V010034,17690.59
F0020068,2025-06-23,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V010034,13258.23
F0020069,2025-06-23,3.01.001,Receita de Vendas - Metalmecânica,Receitas Operacionais,Receita,Faturamento de Vendas,CC-MET,V010035,2481.47
F0020070,2025-06-23,4.01.001,CMV - Metalmecânica,Custos dos Produtos Vendidos,Despesa,CMV,CC-MET,V010035,1891.38
F0020071,2025-06-23,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V010036,754.29
F0020072,2025-06-23,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V010036,607.56
F0020073,2025-06-23,3.01.004,Receita de Vendas - Embalagens,Receitas Operacionais,Receita,Faturamento de Vendas,CC-EMB,V010037,1267.55
F0020074,2025-06-23,4.01.004,CMV - Embalagens,Custos dos Produtos Vendidos,Despesa,CMV,CC-EMB,V010037,858.31
F0020075,2025-06-23,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V010038,176.58
F0020076,2025-06-23,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V010038,127.43
F0020077,2025-06-23,3.01.001,Receita de Vendas - Metalmecânica,Receitas Operacionais,Receita,Faturamento de Vendas,CC-MET,V010039,3252.36
F0020078,2025-06-23,4.01.001,CMV - Metalmecânica,Custos dos Produtos Vendidos,Despesa,CMV,CC-MET,V010039,2410.7
F0020079,2025-06-23,3.01.002,Receita de Vendas - Plásticos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-PLÁ,V010040,368.08
F0020080,2025-06-23,4.01.002,CMV - Plásticos,Custos dos Produtos Vendidos,Despesa,CMV,CC-PLÁ,V010040,284.14
F0020081,2025-06-23,3.01.002,Receita de Vendas - Plásticos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-PLÁ,V010041,9796.04
F0020082,2025-06-23,4.01.002,CMV - Plásticos,Custos dos Produtos Vendidos,Despesa,CMV,CC-PLÁ,V010041,7774.48
F0020083,2025-06-23,3.01.004,Receita de Vendas - Embalagens,Receitas Operacionais,Receita,Faturamento de Vendas,CC-EMB,V010042,1186.72
F0020084,2025-06-23,4.01.004,CMV - Embalagens,Custos dos Produtos Vendidos,Despesa,CMV,CC-EMB,V010042,780.25
F0020085,2025-06-23,3.01.001,Receita de Vendas - Metalmecânica,Receitas Operacionais,Receita,Faturamento de Vendas,CC-MET,V010043,2785.81
F0020086,2025-06-23,4.01.001,CMV - Metalmecânica,Custos dos Produtos Vendidos,Despesa,CMV,CC-MET,V010043,1713.07
F0020087,2025-06-23,3.01.001,Receita de Vendas - Metalmecânica,Receitas Operacionais,Receita,Faturamento de Vendas,CC-MET,V010044,4319.27
F0020088,2025-06-23,4.01.001,CMV - Metalmecânica,Custos dos Produtos Vendidos,Despesa,CMV,CC-MET,V010044,2726.22
F0020089,2025-06-24,3.01.004,Receita de Vendas - Embalagens,Receitas Operacionais,Receita,Faturamento de Vendas,CC-EMB,V010045,613.92
F0020090,2025-06-24,4.01.004,CMV - Embalagens,Custos dos Produtos Vendidos,Despesa,CMV,CC-EMB,V010045,527.52
F0020091,2025-06-24,3.01.001,Receita de Vendas - Metalmecânica,Receitas Operacionais,Receita,Faturamento de Vendas,CC-MET,V010046,439.77
F0020092,2025-06-24,4.01.001,CMV - Metalmecânica,Custos dos Produtos Vendidos,Despesa,CMV,CC-MET,V010046,349.84
F0020093,2025-06-24,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V010047,338.9
F0020094,2025-06-24,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V010047,232.16
F0020095,2025-06-24,3.01.004,Receita de Vendas - Embalagens,Receitas Operacionais,Receita,Faturamento de Vendas,CC-EMB,V010048,2810.05
F0020096,2025-06-24,4.01.004,CMV - Embalagens,Custos dos Produtos Vendidos,Despesa,CMV,CC-EMB,V010048,1985.64
F0020097,2025-06-24,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V010049,318.08
F0020098,2025-06-24,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V010049,238.47
F0020099,2025-06-24,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V010050,5562.33
F0020100,2025-06-24,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V010050,4534.9
F0020101,2025-06-24,3.01.002,Receita de Vendas - Plásticos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-PLÁ,V010051,989.11
F0020102,2025-06-24,4.01.002,CMV - Plásticos,Custos dos Produtos Vendidos,Despesa,CMV,CC-PLÁ,V010051,708.52
F0020103,2025-06-24,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V010052,1728.57
F0020104,2025-06-24,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V010052,1481.79
F0020105,2025-06-24,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V010053,2446.16
F0020106,2025-06-24,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V010053,1474.03
F0020107,2025-06-24,3.01.002,Receita de Vendas - Plásticos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-PLÁ,V010054,860.33
F0020108,2025-06-24,4.01.002,CMV - Plásticos,Custos dos Produtos Vendidos,Despesa,CMV,CC-PLÁ,V010054,695.65
F0020109,2025-06-24,3.01.001,Receita de Vendas - Metalmecânica,Receitas Operacionais,Receita,Faturamento de Vendas,CC-MET,V010055,414.96
F0020110,2025-06-24,4.01.001,CMV - Metalmecânica,Custos dos Produtos Vendidos,Despesa,CMV,CC-MET,V010055,279.26
F0020111,2025-06-24,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V010056,83.73
F0020112,2025-06-24,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V010056,54.77
F0020113,2025-06-24,3.01.002,Receita de Vendas - Plásticos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-PLÁ,V010057,769.75
F0020114,2025-06-24,4.01.002,CMV - Plásticos,Custos dos Produtos Vendidos,Despesa,CMV,CC-PLÁ,V010057,572.29
F0020115,2025-06-24,3.01.004,Receita de Vendas - Embalagens,Receitas Operacionais,Receita,Faturamento de Vendas,CC-EMB,V010058,1275.48
F0020116,2025-06-24,4.01.004,CMV - Embalagens,Custos dos Produtos Vendidos,Despesa,CMV,CC-EMB,V010058,996.8
F0020117,2025-06-24,3.01.001,Receita de Vendas - Metalmecânica,Receitas Operacionais,Receita,Faturamento de Vendas,CC-MET,V010059,904.96
F0020118,2025-06-24,4.01.001,CMV - Metalmecânica,Custos dos Produtos Vendidos,Despesa,CMV,CC-MET,V010059,662.96
F0020119,2025-06-24,3.01.001,Receita de Vendas - Metalmecânica,Receitas Operacionais,Receita,Faturamento de Vendas,CC-MET,V010060,1430.56
F0020120,2025-06-24,4.01.001,CMV - Metalmecânica,Custos dos Produtos Vendidos,Despesa,CMV,CC-MET,V010060,911.76
F0020121,2025-06-24,3.01.002,Receita de Vendas - Plásticos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-PLÁ,V010061,1800.2
F0020122,2025-06-24,4.01.002,CMV - Plásticos,Custos dos Produtos Vendidos,Despesa,CMV,CC-PLÁ,V010061,1160.74
F0020123,2025-06-24,3.01.004,Receita de Vendas - Embalagens,Receitas Operacionais,Receita,Faturamento de Vendas,CC-EMB,V010062,1818.93
F0020124,2025-06-24,4.01.004,CMV - Embalagens,Custos dos Produtos Vendidos,Despesa,CMV,CC-EMB,V010062,1255.74
F0020125,2025-06-24,3.01.002,Receita de Vendas - Plásticos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-PLÁ,V010063,1197.98
F0020126,2025-06-24,4.01.002,CMV - Plásticos,Custos dos Produtos Vendidos,Despesa,CMV,CC-PLÁ,V010063,792.19
F0020127,2025-06-24,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V010064,7087.22
F0020128,2025-06-24,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V010064,4387.24
F0020129,2025-06-24,3.01.004,Receita de Vendas - Embalagens,Receitas Operacionais,Receita,Faturamento de Vendas,CC-EMB,V010065,8442.68
F0020130,2025-06-24,4.01.004,CMV - Embalagens,Custos dos Produtos Vendidos,Despesa,CMV,CC-EMB,V010065,6823.46
F0020131,2025-06-24,3.01.001,Receita de Vendas - Metalmecânica,Receitas Operacionais,Receita,Faturamento de Vendas,CC-MET,V010066,681.62
F0020132,2025-06-24,4.01.001,CMV - Metalmecânica,Custos dos Produtos Vendidos,Despesa,CMV,CC-MET,V010066,441.57
F0020133,2025-06-24,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V010067,251.67
F0020134,2025-06-24,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V010067,182.85
F0020135,2025-06-24,3.01.004,Receita de Vendas - Embalagens,Receitas Operacionais,Receita,Faturamento de Vendas,CC-EMB,V010068,727.3
F0020136,2025-06-24,4.01.004,CMV - Embalagens,Custos dos Produtos Vendidos,Despesa,CMV,CC-EMB,V010068,573.45
F0020137,2025-06-24,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V010069,1305.11
F0020138,2025-06-24,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V010069,1002.98
F0020139,2025-06-24,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V010070,96.35
F0020140,2025-06-24,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V010070,68.82
F0020141,2025-06-24,3.01.002,Receita de Vendas - Plásticos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-PLÁ,V010071,1195.54
F0020142,2025-06-24,4.01.002,CMV - Plásticos,Custos dos Produtos Vendidos,Despesa,CMV,CC-PLÁ,V010071,899.56
F0020143,2025-06-24,3.01.004,Receita de Vendas - Embalagens,Receitas Operacionais,Receita,Faturamento de Vendas,CC-EMB,V010072,827.12
F0020144,2025-06-24,4.01.004,CMV - Embalagens,Custos dos Produtos Vendidos,Despesa,CMV,CC-EMB,V010072,536.12
F0020145,2025-06-24,3.01.004,Receita de Vendas - Embalagens,Receitas Operacionais,Receita,Faturamento de Vendas,CC-EMB,V010073,436.3
F0020146,2025-06-24,4.01.004,CMV - Embalagens,Custos dos Produtos Vendidos,Despesa,CMV,CC-EMB,V010073,311.18
F0020147,2025-06-24,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V010074,1918.94
F0020148,2025-06-24,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V010074,1450.87
F0020149,2025-06-24,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V010075,4103.8
F0020150,2025-06-24,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V010075,3099.51
F0020151,2025-06-24,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V010076,3060.39
F0020152,2025-06-24,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V010076,1894.49
F0020153,2025-06-24,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V010077,4061.56
F0020154,2025-06-24,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V010077,2693.43
F0020155,2025-06-24,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V010078,5907.72
F0020156,2025-06-24,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V010078,3917.72
F0020157,2025-06-24,3.01.001,Receita de Vendas - Metalmecânica,Receitas Operacionais,Receita,Faturamento de Vendas,CC-MET,V010079,357.8
F0020158,2025-06-24,4.01.001,CMV - Metalmecânica,Custos dos Produtos Vendidos,Despesa,CMV,CC-MET,V010079,234.82
F0020159,2025-06-25,3.01.004,Receita de Vendas - Embalagens,Receitas Operacionais,Receita,Faturamento de Vendas,CC-EMB,V010080,5269.18
F0020160,2025-06-25,4.01.004,CMV - Embalagens,Custos dos Produtos Vendidos,Despesa,CMV,CC-EMB,V010080,3909.04
F0020161,2025-06-25,3.01.002,Receita de Vendas - Plásticos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-PLÁ,V010081,2543.92
F0020162,2025-06-25,4.01.002,CMV - Plásticos,Custos dos Produtos Vendidos,Despesa,CMV,CC-PLÁ,V010081,1679.71
F0020163,2025-06-25,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V010082,302.74
F0020164,2025-06-25,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V010082,223.85
F0020165,2025-06-25,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V010083,44.23
F0020166,2025-06-25,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V010083,28.42
F0020167,2025-06-25,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V010084,4433.03
F0020168,2025-06-25,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V010084,2796.2
F0020169,2025-06-25,3.01.004,Receita de Vendas - Embalagens,Receitas Operacionais,Receita,Faturamento de Vendas,CC-EMB,V010085,1839.64
F0020170,2025-06-25,4.01.004,CMV - Embalagens,Custos dos Produtos Vendidos,Despesa,CMV,CC-EMB,V010085,1427.06
F0020171,2025-06-25,3.01.003,Receita de Vendas - Eletrônicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-ELE,V010086,411.64
F0020172,2025-06-25,4.01.003,CMV - Eletrônicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-ELE,V010086,298.74
F0020173,2025-06-25,3.01.001,Receita de Vendas - Metalmecânica,Receitas Operacionais,Receita,Faturamento de Vendas,CC-MET,V010087,579.81
F0020174,2025-06-25,4.01.001,CMV - Metalmecânica,Custos dos Produtos Vendidos,Despesa,CMV,CC-MET,V010087,461.93
F0020175,2025-06-25,3.01.004,Receita de Vendas - Embalagens,Receitas Operacionais,Receita,Faturamento de Vendas,CC-EMB,V010088,1954.43
F0020176,2025-06-25,4.01.004,CMV - Embalagens,Custos dos Produtos Vendidos,Despesa,CMV,CC-EMB,V010088,1361.0
F0020177,2025-06-25,3.01.005,Receita de Vendas - Químicos,Receitas Operacionais,Receita,Faturamento de Vendas,CC-QUÍ,V010089,1675.3
F0020178,2025-06-25,4.01.005,CMV - Químicos,Custos dos Produtos Vendidos,Despesa,CMV,CC-QUÍ,V010089,1103.97
F0020179,2025-06-25,3.01.001,Receita de Vendas - Metalmecânica,Receitas Operacionais,Receita,Faturamento de Vendas,CC-MET,V010090,1352.41
