product_name,planned_qty,actual_qty,planned_cost,actual_cost,planned_date,actual_date,status
Item SKU Industrial 262,8,8,479.76,479.76,2025-09-19,2025-09-19,completed
Item SKU Industrial 70,12,12,1821.0,1821.0,2025-03-12,2025-03-12,completed
Item SKU Industrial 352,51,51,899.64,899.64,2024-01-29,2024-01-29,completed
Item SKU Industrial 255,4,4,99.6,114.54,2024-08-19,2024-08-19,completed
Item SKU Industrial 391,13,13,920.14,920.14,2025-11-07,2025-11-07,completed
Item SKU Industrial 269,28,28,910.84,910.84,2025-11-13,2025-11-15,completed_late
Item SKU Industrial 474,38,38,2312.68,2312.68,2026-01-16,2026-01-16,completed
Item SKU Industrial 197,36,36,5505.48,5505.48,2024-07-14,2024-07-14,completed
Item SKU Industrial 233,24,24,904.8,904.8,2025-02-17,2025-02-17,completed
Item SKU Industrial 163,48,48,1379.04,1379.04,2025-04-27,2025-04-27,completed
Item SKU Industrial 151,9,9,610.92,610.92,2025-07-03,2025-07-03,completed
Item SKU Industrial 183,52,52,480.48,480.48,2024-04-17,2024-04-17,completed
Item SKU Industrial 70,25,25,3793.75,3793.75,2026-02-04,2026-02-06,completed_late
Item SKU Industrial 340,35,35,1362.2,1362.2,2024-02-05,2024-02-05,completed
Item SKU Industrial 371,41,41,9399.66,10809.61,2025-03-16,2025-03-16,completed
Item SKU Industrial 273,33,33,3661.02,3661.02,2025-08-03,2025-08-03,completed
Item SKU Industrial 354,24,24,483.84,483.84,2025-06-23,2025-06-23,completed
Item SKU Industrial 262,46,46,2758.62,2758.62,2025-07-10,2025-07-10,completed
Item SKU Industrial 80,42,42,563.64,563.64,2025-12-04,2025-12-04,completed
Item SKU Industrial 28,49,49,2953.23,2953.23,2025-11-06,2025-11-08,completed_late
Item SKU Industrial 399,34,34,1825.46,1825.46,2025-12-22,2025-12-22,completed
Item SKU Industrial 238,33,33,3344.55,3344.55,2025-10-05,2025-10-05,completed
Item SKU Industrial 402,41,41,1136.11,1136.11,2024-12-06,2024-12-06,completed
Item SKU Industrial 206,5,5,331.45,331.45,2025-12-06,2025-12-06,completed
Item SKU Industrial 476,5,5,53.15,53.15,2024-12-12,2024-12-20,completed_late
Item SKU Industrial 422,44,44,10280.16,11822.18,2025-11-10,2025-11-10,completed
Item SKU Industrial 448,34,34,1260.04,1260.04,2025-07-17,2025-07-19,completed_late
Item SKU Industrial 424,9,9,871.83,871.83,2026-03-06,2026-03-06,completed
Item SKU Industrial 164,24,24,1406.64,1406.64,2025-05-25,2025-05-25,completed
Item SKU Industrial 288,50,50,3534.5,3534.5,2025-09-11,2025-09-11,completed
Item SKU Industrial 109,14,14,1223.32,1223.32,2025-10-06,2025-10-06,completed
Item SKU Industrial 177,15,15,2655.75,2655.75,2025-01-16,2025-01-16,completed
Item SKU Industrial 476,33,33,350.79,350.79,2024-08-25,2024-08-25,completed
Item SKU Industrial 483,45,45,2270.25,2270.25,2025-08-25,2025-08-27,completed_late
Item SKU Industrial 145,20,20,407.2,407.2,2025-02-07,2025-02-07,completed
Item SKU Industrial 87,8,8,736.72,736.72,2025-07-28,2025-07-28,completed
Item SKU Industrial 101,14,14,5729.92,6589.41,2024-02-04,2024-02-04,completed
Item SKU Industrial 243,8,8,225.04,225.04,2026-02-08,2026-02-08,completed
Item SKU Industrial 280,2,2,115.36,115.36,2024-08-22,2024-08-22,completed
Item SKU Industrial 27,53,53,11708.76,11708.76,2025-09-22,2025-09-22,completed
Item SKU Industrial 155,23,23,4121.83,4121.83,2026-05-16,2026-05-18,completed_late
Item SKU Industrial 423,23,23,1693.72,1693.72,2025-11-20,2025-11-20,completed
Item SKU Industrial 156,26,26,3364.14,3364.14,2025-01-15,2025-01-15,completed
Item SKU Industrial 299,27,27,1841.67,1841.67,2025-07-29,2025-07-29,completed
Item SKU Industrial 153,23,23,661.02,661.02,2025-03-03,2025-03-03,completed
Item SKU Industrial 488,15,15,889.05,889.05,2024-04-20,2024-04-20,completed
Item SKU Industrial 128,40,40,1303.2,1303.2,2025-03-06,2025-03-06,completed
Item SKU Industrial 24,30,30,3649.5,4196.92,2026-03-07,2026-03-09,completed_late
Item SKU Industrial 102,5,5,66.35,66.35,2025-11-09,2025-11-09,completed
Item SKU Industrial 384,53,53,11440.05,11440.05,2024-07-11,2024-07-11,completed
Item SKU Industrial 447,53,53,323.3,323.3,2025-01-31,2025-01-31,completed
Item SKU Industrial 374,51,51,8833.2,8833.2,2025-11-15,2025-11-15,completed
Item SKU Industrial 11,33,33,5294.85,5294.85,2024-11-29,2024-11-29,completed
Item SKU Industrial 199,26,26,2365.74,2365.74,2025-01-27,2025-02-04,completed_late
Item SKU Industrial 281,28,28,415.52,415.52,2024-10-31,2024-11-02,completed_late
Item SKU Industrial 475,4,4,338.56,338.56,2024-10-10,2024-10-10,completed
Item SKU Industrial 371,12,12,2751.12,2751.12,2026-01-01,2026-01-01,completed
Item SKU Industrial 67,48,48,14473.44,14473.44,2025-03-09,2025-03-09,completed
Item SKU Industrial 485,51,51,626.28,720.22,2026-05-14,2026-05-14,completed
Item SKU Industrial 386,50,50,956.0,956.0,2025-06-27,2025-06-27,completed
Item SKU Industrial 138,31,31,6436.53,6436.53,2024-06-10,2024-06-10,completed
Item SKU Industrial 231,22,22,1022.78,1022.78,2025-12-13,2025-12-15,completed_late
Item SKU Industrial 447,27,27,164.7,164.7,2026-04-02,2026-04-02,completed
Item SKU Industrial 179,20,20,1301.8,1301.8,2024-10-05,2024-10-05,completed
Item SKU Industrial 153,12,12,344.88,344.88,2026-05-23,2026-05-23,completed
Item SKU Industrial 368,2,2,266.04,266.04,2025-01-06,2025-01-06,completed
Item SKU Industrial 48,13,13,173.16,173.16,2024-04-20,2024-04-20,completed
Item SKU Industrial 98,25,25,210.5,210.5,2025-09-01,2025-09-01,completed
Item SKU Industrial 280,12,12,692.16,692.16,2025-11-08,2025-11-10,completed_late
Item SKU Industrial 176,11,11,843.15,969.62,2026-05-25,2026-05-25,completed
Item SKU Industrial 370,25,25,633.0,633.0,2026-03-05,2026-03-05,completed
Item SKU Industrial 63,34,34,4971.82,4971.82,2025-03-27,2025-03-27,completed
Item SKU Industrial 30,44,44,1927.2,1927.2,2025-10-23,2025-10-23,completed
Item SKU Industrial 128,49,49,1596.42,1596.42,2025-02-07,2025-02-07,completed
Item SKU Industrial 10,27,27,3618.54,3618.54,2025-11-03,2025-11-03,completed
Item SKU Industrial 344,15,15,276.6,276.6,2026-04-02,2026-04-04,completed_late
Item SKU Industrial 283,6,6,249.3,249.3,2024-10-12,2024-10-12,completed
Item SKU Industrial 425,31,31,6970.66,6970.66,2024-02-24,2024-02-24,completed
Item SKU Industrial 473,2,2,1064.98,1064.98,2025-06-05,2025-06-05,completed
Item SKU Industrial 159,36,36,2229.84,2229.84,2024-10-17,2024-10-17,completed
Item SKU Industrial 455,12,12,690.6,794.19,2025-02-03,2025-02-03,completed
Item SKU Industrial 396,31,31,526.07,526.07,2025-03-13,2025-03-13,completed
Item SKU Industrial 48,26,26,346.32,346.32,2025-01-30,2025-02-07,completed_late
Item SKU Industrial 173,29,29,2439.19,2439.19,2025-08-18,2025-08-18,completed
Item SKU Industrial 36,50,50,2167.5,2167.5,2024-11-07,2024-11-07,completed
Item SKU Industrial 53,7,7,1292.2,1292.2,2025-06-11,2025-06-11,completed
Item SKU Industrial 429,6,6,462.12,462.12,2025-04-19,2025-04-19,completed
Item SKU Industrial 109,36,36,3145.68,3145.68,2024-04-14,2024-04-14,completed
Item SKU Industrial 255,14,14,348.6,348.6,2025-07-18,2025-07-18,completed
Item SKU Industrial 273,8,8,887.52,887.52,2024-04-07,2024-04-09,completed_late
Item SKU Industrial 10,26,26,3484.52,3484.52,2026-02-07,2026-02-07,completed
Item SKU Industrial 339,5,5,237.55,273.18,2025-09-04,2025-09-04,completed
Item SKU Industrial 238,8,8,810.8,810.8,2025-08-08,2025-08-08,completed
Item SKU Industrial 334,12,12,409.56,409.56,2026-02-15,2026-02-15,completed
Item SKU Industrial 85,16,16,276.8,276.8,2026-04-28,2026-04-28,completed
Item SKU Industrial 204,50,50,2867.0,2867.0,2026-01-16,2026-01-16,completed
Item SKU Industrial 494,34,34,4829.36,4829.36,2024-08-19,2024-08-21,completed_late
Item SKU Industrial 354,28,28,564.48,564.48,2026-04-20,2026-04-20,completed
Item SKU Industrial 223,7,7,154.7,154.7,2024-07-22,2024-07-22,completed
Item SKU Industrial 20,40,40,1506.0,1506.0,2024-07-15,2024-07-15,completed
Item SKU Industrial 117,26,26,2350.4,2350.4,2025-10-13,2025-10-13,completed
Item SKU Industrial 34,13,13,2166.58,2166.58,2025-08-15,2025-08-15,completed
Item SKU Industrial 277,35,35,2679.95,3081.94,2025-10-27,2025-10-27,completed
Item SKU Industrial 86,13,13,225.55,225.55,2024-12-30,2025-01-01,completed_late
Item SKU Industrial 172,14,14,218.82,218.82,2024-06-23,2024-06-23,completed
Item SKU Industrial 306,41,41,6550.16,6550.16,2025-01-05,2025-01-05,completed
Item SKU Industrial 128,33,33,1075.14,1075.14,2025-08-15,2025-08-15,completed
Item SKU Industrial 164,41,41,2403.01,2403.01,2025-07-17,2025-07-17,completed
Item SKU Industrial 8,1,1,92.27,92.27,2024-06-26,2024-06-26,completed
Item SKU Industrial 222,9,9,813.06,813.06,2026-01-19,2026-01-19,completed
Item SKU Industrial 492,16,16,325.28,325.28,2025-08-28,2025-08-30,completed_late
Item SKU Industrial 264,34,34,1075.76,1075.76,2026-03-04,2026-03-12,completed_late
Item SKU Industrial 118,44,44,1212.2,1212.2,2025-03-27,2025-03-27,completed
Item SKU Industrial 124,25,25,7943.75,9135.31,2025-06-15,2025-06-15,completed
Item SKU Industrial 376,52,52,676.52,676.52,2026-03-29,2026-03-29,completed
Item SKU Industrial 32,38,38,1877.96,1877.96,2025-11-15,2025-11-15,completed
Item SKU Industrial 438,22,22,399.08,399.08,2026-02-21,2026-02-21,completed
Item SKU Industrial 173,42,42,3532.62,3532.62,2024-10-22,2024-10-24,completed_late
Item SKU Industrial 220,7,7,1250.27,1250.27,2025-06-20,2025-06-20,completed
Item SKU Industrial 235,18,18,2013.66,2013.66,2025-03-31,2025-03-31,completed
Item SKU Industrial 353,12,12,1452.0,1452.0,2026-04-24,2026-04-24,completed
Item SKU Industrial 264,14,14,442.96,442.96,2025-10-24,2025-10-24,completed
Item SKU Industrial 163,30,30,861.9,861.9,2025-04-23,2025-04-23,completed
Item SKU Industrial 143,25,25,3612.25,3612.25,2024-03-06,2024-03-06,completed
Item SKU Industrial 70,8,8,1214.0,1396.1,2024-11-22,2024-11-24,completed_late
Item SKU Industrial 72,14,14,5084.8,5084.8,2024-01-25,2024-01-25,completed
Item SKU Industrial 229,29,29,388.02,388.02,2025-01-12,2025-01-12,completed
Item SKU Industrial 245,29,29,3140.12,3140.12,2025-04-19,2025-04-19,completed
Item SKU Industrial 25,24,24,3318.24,3318.24,2026-04-18,2026-04-18,completed
Item SKU Industrial 354,44,44,887.04,887.04,2026-04-10,2026-04-10,completed
Item SKU Industrial 121,42,42,1677.48,1677.48,2025-10-08,2025-10-08,completed
Item SKU Industrial 60,8,8,101.2,101.2,2025-03-21,2025-03-23,completed_late
Item SKU Industrial 196,49,49,3303.09,3303.09,2025-03-28,2025-03-28,completed
Item SKU Industrial 420,8,8,57.52,57.52,2026-03-20,2026-03-20,completed
Item SKU Industrial 219,42,42,1623.72,1623.72,2025-04-25,2025-04-25,completed
Item SKU Industrial 437,47,47,6217.16,7149.73,2025-01-20,2025-01-20,completed
Item SKU Industrial 252,2,2,126.74,126.74,2025-07-02,2025-07-02,completed
Item SKU Industrial 319,34,34,880.26,880.26,2025-06-02,2025-06-02,completed
Item SKU Industrial 184,13,13,1439.88,1439.88,2025-01-11,2025-01-13,completed_late
Item SKU Industrial 98,30,30,252.6,252.6,2026-01-02,2026-01-02,completed
Item SKU Industrial 186,41,41,5100.4,5100.4,2025-11-21,2025-11-29,completed_late
Item SKU Industrial 199,45,45,4094.55,4094.55,2025-09-12,2025-09-12,completed
Item SKU Industrial 222,7,7,632.38,632.38,2026-01-10,2026-01-10,completed
Item SKU Industrial 455,40,40,2302.0,2302.0,2024-08-09,2024-08-09,completed
Item SKU Industrial 202,35,35,571.2,571.2,2026-01-11,2026-01-11,completed
Item SKU Industrial 298,12,12,163.44,163.44,2026-02-09,2026-02-11,completed_late
Item SKU Industrial 372,16,16,720.64,828.74,2024-01-18,2024-01-18,completed
Item SKU Industrial 124,18,18,5719.5,5719.5,2024-11-18,2024-11-18,completed
Item SKU Industrial 75,23,23,281.75,281.75,2024-09-22,2024-09-22,completed
Item SKU Industrial 263,52,52,1540.24,1540.24,2025-11-29,2025-11-29,completed
Item SKU Industrial 92,12,12,383.88,383.88,2024-04-03,2024-04-03,completed
Item SKU Industrial 112,31,31,283.03,283.03,2026-01-19,2026-01-19,completed
Item SKU Industrial 390,2,2,14.98,14.98,2025-07-11,2025-07-13,completed_late
Item SKU Industrial 459,50,50,909.0,909.0,2024-12-05,2024-12-05,completed
Item SKU Industrial 184,8,8,886.08,886.08,2026-04-02,2026-04-02,completed
Item SKU Industrial 50,36,36,381.24,381.24,2025-12-18,2025-12-18,completed
Item SKU Industrial 416,15,15,238.5,238.5,2025-10-22,2025-10-22,completed
Item SKU Industrial 288,23,23,1625.87,1869.75,2024-03-07,2024-03-07,completed
Item SKU Industrial 29,41,41,5751.48,5751.48,2024-03-25,2024-03-25,completed
Item SKU Industrial 218,7,7,175.14,175.14,2026-04-02,2026-04-04,completed_late
Item SKU Industrial 390,3,3,22.47,22.47,2026-03-23,2026-03-23,completed
Item SKU Industrial 93,7,7,1257.27,1257.27,2025-05-10,2025-05-10,completed
Item SKU Industrial 122,18,18,1582.56,1582.56,2026-01-03,2026-01-03,completed
Item SKU Industrial 261,16,16,774.24,774.24,2025-01-05,2025-01-05,completed
Item SKU Industrial 209,46,46,1629.78,1629.78,2024-09-08,2024-09-08,completed
Item SKU Industrial 119,30,30,718.5,718.5,2024-10-04,2024-10-04,completed
Item SKU Industrial 281,11,11,163.24,163.24,2025-01-04,2025-01-06,completed_late
Item SKU Industrial 239,8,8,112.96,112.96,2025-03-15,2025-03-15,completed
Item SKU Industrial 330,42,42,431.34,496.04,2025-03-07,2025-03-07,completed
Item SKU Industrial 20,35,35,1317.75,1317.75,2024-09-05,2024-09-13,completed_late
Item SKU Industrial 219,12,12,463.92,463.92,2024-07-08,2024-07-08,completed
Item SKU Industrial 360,13,13,564.2,564.2,2025-03-13,2025-03-13,completed
Item SKU Industrial 305,44,44,8371.88,8371.88,2024-02-17,2024-02-17,completed
Item SKU Industrial 119,1,1,23.95,23.95,2026-02-27,2026-03-01,completed_late
Item SKU Industrial 98,39,39,328.38,328.38,2025-02-22,2025-02-22,completed
Item SKU Industrial 7,24,24,2695.68,2695.68,2024-11-07,2024-11-07,completed
Item SKU Industrial 61,15,15,1642.8,1642.8,2025-06-05,2025-06-05,completed
Item SKU Industrial 122,6,6,527.52,527.52,2024-06-16,2024-06-16,completed
Item SKU Industrial 284,26,26,2013.96,2013.96,2024-03-31,2024-03-31,completed
Item SKU Industrial 136,18,18,1558.62,1792.41,2025-07-26,2025-07-26,completed
Item SKU Industrial 163,22,22,632.06,632.06,2025-12-29,2025-12-31,completed_late
Item SKU Industrial 432,15,15,3661.8,3661.8,2024-11-22,2024-11-22,completed
Item SKU Industrial 26,14,14,171.92,171.92,2026-03-14,2026-03-14,completed
Item SKU Industrial 171,38,38,1507.46,1507.46,2024-07-29,2024-07-29,completed
Item SKU Industrial 355,50,50,967.5,967.5,2024-09-12,2024-09-12,completed
Item SKU Industrial 493,8,8,157.2,157.2,2026-02-12,2026-02-12,completed
Item SKU Industrial 237,11,11,1541.76,1541.76,2026-02-07,2026-02-07,completed
Item SKU Industrial 357,19,19,3240.64,3240.64,2025-03-09,2025-03-11,completed_late
Item SKU Industrial 474,46,46,2799.56,2799.56,2025-04-20,2025-04-20,completed
Item SKU Industrial 35,36,36,512.28,512.28,2024-09-26,2024-09-26,completed
Item SKU Industrial 112,13,13,118.69,136.49,2025-10-25,2025-10-25,completed
Item SKU Industrial 340,3,3,116.76,116.76,2025-02-21,2025-02-21,completed
Item SKU Industrial 72,44,44,15980.8,15980.8,2026-05-10,2026-05-10,completed
Item SKU Industrial 423,24,24,1767.36,1767.36,2025-01-11,2025-01-11,completed
Item SKU Industrial 221,38,38,2343.46,2343.46,2024-11-02,2024-11-04,completed_late
Item SKU Industrial 221,14,14,863.38,863.38,2025-08-15,2025-08-15,completed
Item SKU Industrial 41,39,39,2216.37,2216.37,2025-12-18,2025-12-18,completed
Item SKU Industrial 292,7,7,208.39,208.39,2025-04-06,2025-04-06,completed
Item SKU Industrial 1,38,38,1662.12,1662.12,2026-05-08,2026-05-16,completed_late
Item SKU Industrial 272,15,15,1404.15,1404.15,2025-02-09,2025-02-09,completed
Item SKU Industrial 329,38,38,544.92,544.92,2025-12-24,2025-12-24,completed
Item SKU Industrial 399,31,31,1664.39,1914.05,2024-06-29,2024-07-01,completed_late
Item SKU Industrial 256,31,31,3922.43,3922.43,2024-10-08,2024-10-08,completed
Item SKU Industrial 381,25,25,2893.5,2893.5,2025-01-04,2025-01-04,completed
Item SKU Industrial 399,19,19,1020.11,1020.11,2025-11-07,2025-11-07,completed
Item SKU Industrial 488,51,51,3022.77,3022.77,2025-08-23,2025-08-23,completed
Item SKU Industrial 113,34,34,949.28,949.28,2025-10-06,2025-10-06,completed
Item SKU Industrial 12,14,14,497.14,497.14,2024-12-23,2024-12-23,completed
Item SKU Industrial 478,36,36,891.72,891.72,2025-07-18,2025-07-20,completed_late
Item SKU Industrial 385,6,6,833.88,833.88,2026-02-21,2026-02-21,completed
Item SKU Industrial 413,13,13,555.88,555.88,2024-09-14,2024-09-14,completed
Item SKU Industrial 121,8,8,319.52,319.52,2026-02-09,2026-02-09,completed
Item SKU Industrial 278,46,46,3193.78,3672.85,2024-05-19,2024-05-19,completed
Item SKU Industrial 109,2,2,174.76,174.76,2024-06-20,2024-06-20,completed
Item SKU Industrial 65,22,22,312.18,312.18,2024-06-19,2024-06-19,completed
Item SKU Industrial 326,11,11,735.02,735.02,2025-03-03,2025-03-05,completed_late
Item SKU Industrial 170,52,52,4450.68,4450.68,2024-05-09,2024-05-09,completed
Item SKU Industrial 209,8,8,283.44,283.44,2024-04-06,2024-04-06,completed
Item SKU Industrial 329,44,44,630.96,630.96,2025-04-27,2025-04-27,completed
Item SKU Industrial 173,22,22,1850.42,1850.42,2025-07-11,2025-07-11,completed
Item SKU Industrial 252,27,27,1710.99,1710.99,2024-10-11,2024-10-11,completed
Item SKU Industrial 488,42,42,2489.34,2489.34,2025-02-17,2025-02-17,completed
Item SKU Industrial 153,27,27,775.98,775.98,2024-05-26,2024-05-28,completed_late
Item SKU Industrial 440,41,41,7368.11,8473.33,2025-07-31,2025-07-31,completed
Item SKU Industrial 279,50,50,5478.0,5478.0,2025-11-16,2025-11-16,completed
Item SKU Industrial 48,33,33,439.56,439.56,2026-03-20,2026-03-20,completed
Item SKU Industrial 198,1,1,52.77,52.77,2025-04-11,2025-04-11,completed
Item SKU Industrial 6,49,49,911.89,911.89,2024-11-11,2024-11-19,completed_late
Item SKU Industrial 361,53,53,8046.46,8046.46,2024-01-22,2024-01-22,completed
Item SKU Industrial 114,26,26,6359.08,6359.08,2026-04-13,2026-04-15,completed_late
Item SKU Industrial 16,51,51,20387.25,20387.25,2024-02-12,2024-02-12,completed
Item SKU Industrial 182,8,8,125.52,125.52,2025-04-04,2025-04-04,completed
Item SKU Industrial 83,11,11,714.23,714.23,2025-12-07,2025-12-07,completed
Item SKU Industrial 428,44,44,3761.56,3761.56,2024-06-21,2024-06-21,completed
Item SKU Industrial 304,50,50,15581.5,17918.72,2024-03-16,2024-03-16,completed
Item SKU Industrial 290,46,46,693.68,693.68,2024-09-22,2024-09-22,completed
Item SKU Industrial 403,5,5,569.4,569.4,2025-12-04,2025-12-06,completed_late
Item SKU Industrial 200,41,41,7127.85,7127.85,2026-01-22,2026-01-22,completed
Item SKU Industrial 106,40,40,3625.2,3625.2,2024-03-03,2024-03-03,completed
Item SKU Industrial 288,22,22,1555.18,1555.18,2025-02-07,2025-02-07,completed
Item SKU Industrial 357,5,5,852.8,852.8,2024-09-22,2024-09-22,completed
Item SKU Industrial 12,11,11,390.61,390.61,2025-10-05,2025-10-05,completed
Item SKU Industrial 28,33,33,1988.91,1988.91,2025-06-11,2025-06-11,completed
Item SKU Industrial 328,34,34,1447.38,1447.38,2025-06-26,2025-06-28,completed_late
Item SKU Industrial 88,42,42,5058.48,5058.48,2025-09-05,2025-09-05,completed
Item SKU Industrial 499,34,34,1660.56,1909.64,2026-01-26,2026-01-26,completed
Item SKU Industrial 116,38,38,2176.64,2176.64,2026-04-03,2026-04-03,completed
Item SKU Industrial 299,40,40,2728.4,2728.4,2025-06-08,2025-06-08,completed
Item SKU Industrial 253,23,23,2668.92,2668.92,2025-12-15,2025-12-15,completed
Item SKU Industrial 213,34,34,663.0,663.0,2025-01-20,2025-01-20,completed
Item SKU Industrial 399,3,3,161.07,161.07,2025-07-28,2025-07-30,completed_late
Item SKU Industrial 394,31,31,1123.44,1123.44,2025-06-27,2025-06-27,completed
Item SKU Industrial 187,51,51,1229.1,1229.1,2025-12-18,2025-12-18,completed
Item SKU Industrial 57,4,4,535.48,535.48,2026-02-01,2026-02-01,completed
Item SKU Industrial 414,27,27,1706.67,1706.67,2024-08-03,2024-08-03,completed
Item SKU Industrial 110,4,4,301.8,301.8,2025-07-05,2025-07-05,completed
Item SKU Industrial 41,14,14,795.62,914.96,2025-07-19,2025-07-27,completed_late
Item SKU Industrial 477,17,17,2056.49,2056.49,2025-12-22,2025-12-24,completed_late
Item SKU Industrial 26,13,13,159.64,159.64,2025-11-08,2025-11-08,completed
Item SKU Industrial 28,17,17,1024.59,1024.59,2026-02-22,2026-02-22,completed
Item SKU Industrial 341,23,23,4866.11,4866.11,2024-04-22,2024-04-22,completed
Item SKU Industrial 253,22,22,2552.88,2552.88,2025-04-06,2025-04-06,completed
Item SKU Industrial 20,50,50,1882.5,1882.5,2024-03-24,2024-03-24,completed
Item SKU Industrial 1,34,34,1487.16,1487.16,2025-05-01,2025-05-01,completed
Item SKU Industrial 17,20,20,814.8,814.8,2024-05-05,2024-05-07,completed_late
Item SKU Industrial 400,15,15,1804.5,1804.5,2024-02-27,2024-02-27,completed
Item SKU Industrial 181,41,41,1726.51,1726.51,2024-02-07,2024-02-07,completed
Item SKU Industrial 250,33,33,3022.8,3476.22,2024-11-23,2024-11-23,completed
Item SKU Industrial 262,52,52,3118.44,3118.44,2026-01-12,2026-01-12,completed
Item SKU Industrial 463,31,31,1413.6,1413.6,2025-06-27,2025-06-27,completed
Item SKU Industrial 72,27,27,9806.4,9806.4,2026-03-08,2026-03-08,completed
Item SKU Industrial 111,19,19,3147.35,3147.35,2024-03-31,2024-04-02,completed_late
Item SKU Industrial 13,41,41,966.37,966.37,2025-03-15,2025-03-15,completed
Item SKU Industrial 347,5,5,115.6,115.6,2025-08-14,2025-08-14,completed
Item SKU Industrial 91,20,20,733.6,733.6,2026-01-08,2026-01-08,completed
Item SKU Industrial 426,3,3,278.49,278.49,2024-03-29,2024-03-29,completed
Item SKU Industrial 47,16,16,2233.28,2233.28,2024-10-28,2024-10-28,completed
Item SKU Industrial 438,38,38,689.32,689.32,2024-09-12,2024-09-12,completed
Item SKU Industrial 461,28,28,1288.0,1481.2,2024-06-17,2024-06-19,completed_late
Item SKU Industrial 405,7,7,630.63,630.63,2025-12-13,2025-12-13,completed
Item SKU Industrial 290,2,2,30.16,30.16,2025-11-24,2025-11-24,completed
Item SKU Industrial 485,45,45,552.6,552.6,2025-01-12,2025-01-12,completed
Item SKU Industrial 10,31,31,4154.62,4154.62,2025-05-19,2025-05-19,completed
Item SKU Industrial 148,9,9,2707.11,2707.11,2024-01-19,2024-01-19,completed
Item SKU Industrial 28,23,23,1386.21,1386.21,2024-10-13,2024-10-13,completed
Item SKU Industrial 18,4,4,174.4,174.4,2024-09-29,2024-10-07,completed_late
Item SKU Industrial 304,47,47,14646.61,14646.61,2024-02-18,2024-02-18,completed
Item SKU Industrial 157,40,40,24025.6,24025.6,2026-05-02,2026-05-02,completed
Item SKU Industrial 5,1,1,31.57,31.57,2025-03-02,2025-03-02,completed
Item SKU Industrial 490,48,48,2144.64,2466.34,2025-06-01,2025-06-01,completed
Item SKU Industrial 6,26,26,483.86,483.86,2025-05-26,2025-05-26,completed
Item SKU Industrial 167,1,1,96.55,96.55,2024-05-04,2024-05-04,completed
Item SKU Industrial 84,22,22,236.72,236.72,2025-07-28,2025-07-30,completed_late
Item SKU Industrial 420,12,12,86.28,86.28,2025-01-18,2025-01-18,completed
Item SKU Industrial 493,35,35,687.75,687.75,2026-05-10,2026-05-10,completed
Item SKU Industrial 151,52,52,3529.76,3529.76,2024-04-26,2024-04-26,completed
Item SKU Industrial 85,48,48,830.4,830.4,2026-01-30,2026-01-30,completed
Item SKU Industrial 150,14,14,1812.16,1812.16,2025-03-16,2025-03-16,completed
Item SKU Industrial 329,48,48,688.32,688.32,2026-02-20,2026-02-20,completed
Item SKU Industrial 271,37,37,6702.55,6702.55,2024-06-20,2024-06-22,completed_late
Item SKU Industrial 465,23,23,2122.9,2441.34,2024-05-31,2024-05-31,completed
Item SKU Industrial 306,20,20,3195.2,3195.2,2025-05-25,2025-05-25,completed
Item SKU Industrial 14,40,40,4184.4,4184.4,2024-11-23,2024-11-23,completed
Item SKU Industrial 316,17,17,579.02,579.02,2025-03-13,2025-03-13,completed
Item SKU Industrial 334,4,4,136.52,136.52,2025-03-07,2025-03-07,completed
Item SKU Industrial 253,53,53,6150.12,6150.12,2025-07-03,2025-07-03,completed
Item SKU Industrial 312,51,51,3809.19,3809.19,2026-04-12,2026-04-14,completed_late
Item SKU Industrial 104,6,6,1933.74,1933.74,2026-05-15,2026-05-15,completed
Item SKU Industrial 98,40,40,336.8,336.8,2026-05-03,2026-05-03,completed
Item SKU Industrial 453,22,22,889.46,889.46,2026-05-11,2026-05-11,completed
Item SKU Industrial 462,35,35,6449.1,6449.1,2025-11-05,2025-11-05,completed
Item SKU Industrial 164,26,26,1523.86,1752.44,2024-06-13,2024-06-13,completed
Item SKU Industrial 10,52,52,6969.04,6969.04,2025-06-07,2025-06-07,completed
Item SKU Industrial 100,24,24,1548.96,1548.96,2025-07-03,2025-07-05,completed_late
Item SKU Industrial 196,45,45,3033.45,3033.45,2025-11-11,2025-11-19,completed_late
Item SKU Industrial 307,46,46,1208.42,1208.42,2026-03-30,2026-03-30,completed
Item SKU Industrial 20,42,42,1581.3,1581.3,2026-01-04,2026-01-04,completed
Item SKU Industrial 390,18,18,134.82,134.82,2024-11-07,2024-11-07,completed
Item SKU Industrial 280,34,34,1961.12,1961.12,2025-04-06,2025-04-06,completed
Item SKU Industrial 242,44,44,403.92,403.92,2024-05-20,2024-05-20,completed
Item SKU Industrial 392,41,41,4867.11,4867.11,2024-04-21,2024-04-23,completed_late
Item SKU Industrial 444,20,20,228.8,228.8,2024-12-07,2024-12-07,completed
Item SKU Industrial 122,40,40,3516.8,4044.32,2025-11-14,2025-11-14,completed
Item SKU Industrial 350,6,6,485.82,485.82,2026-03-21,2026-03-21,completed
Item SKU Industrial 169,18,18,1596.24,1596.24,2025-11-16,2025-11-16,completed
Item SKU Industrial 39,47,47,3684.8,3684.8,2025-10-31,2025-10-31,completed
Item SKU Industrial 408,31,31,954.8,954.8,2024-06-17,2024-06-17,completed
Item SKU Industrial 461,30,30,1380.0,1380.0,2024-10-05,2024-10-07,completed_late
Item SKU Industrial 269,29,29,943.37,943.37,2025-11-02,2025-11-02,completed
