id_op,id_produto,quantidade_planejada,quantidade_produzida,data_inicio,status
OP003964,P0473,50,50,2025-04-02,Finalizada
OP003965,P0093,49,49,2025-06-19,Finalizada
OP003966,P0116,24,24,2025-05-22,Finalizada
OP003967,P0429,34,34,2025-09-09,Finalizada
OP003968,P0422,6,6,2024-02-05,Finalizada
OP003969,P0137,53,53,2025-03-26,Finalizada
OP003970,P0107,2,2,2025-10-21,Finalizada
OP003971,P0407,16,16,2025-04-11,Finalizada
OP003972,P0355,24,24,2025-01-23,Finalizada
OP003973,P0426,7,7,2025-11-20,Finalizada
OP003974,P0252,44,44,2026-02-01,Finalizada
OP003975,P0299,35,35,2026-01-22,Finalizada
OP003976,P0236,40,40,2025-08-11,Finalizada
OP003977,P0187,29,29,2025-11-12,Finalizada
OP003978,P0407,51,51,2025-07-24,Finalizada
OP003979,P0262,40,40,2024-03-13,Finalizada
OP003980,P0199,22,22,2025-04-30,Finalizada
OP003981,P0220,46,46,2025-02-26,Finalizada
OP003982,P0100,35,35,2026-02-23,Finalizada
OP003983,P0081,38,38,2026-01-22,Finalizada
OP003984,P0432,49,49,2025-11-27,Finalizada
OP003985,P0365,31,31,2025-07-14,Finalizada
OP003986,P0013,39,39,2024-09-24,Finalizada
OP003987,P0265,9,9,2026-03-18,Finalizada
OP003988,P0259,15,15,2025-04-16,Finalizada
OP003989,P0022,25,25,2025-09-08,Finalizada
OP003990,P0088,2,2,2026-04-22,Finalizada
OP003991,P0156,40,40,2026-05-14,Finalizada
OP003992,P0263,24,24,2025-05-24,Finalizada
OP003993,P0184,51,51,2026-05-07,Finalizada
OP003994,P0301,30,30,2026-05-08,Finalizada
OP003995,P0139,44,44,2025-11-27,Finalizada
OP003996,P0110,3,3,2025-08-01,Finalizada
OP003997,P0012,25,25,2025-10-09,Finalizada
OP003998,P0194,23,23,2025-11-24,Finalizada
OP003999,P0219,4,4,2025-07-02,Finalizada
OP004000,P0186,51,51,2026-02-18,Finalizada
OP004001,P0438,13,13,2026-01-30,Finalizada
OP004002,P0333,17,17,2025-02-03,Finalizada
OP004003,P0058,53,53,2025-07-03,Finalizada
OP004004,P0465,33,33,2024-11-26,Finalizada
OP004005,P0170,7,7,2025-10-27,Finalizada
OP004006,P0143,34,34,2024-02-24,Finalizada
OP004007,P0214,41,41,2026-01-06,Finalizada
OP004008,P0497,46,46,2025-07-24,Finalizada
OP004009,P0360,24,24,2026-02-06,Finalizada
OP004010,P0334,49,49,2026-04-14,Finalizada
OP004011,P0217,46,46,2024-09-30,Finalizada
OP004012,P0437,13,13,2025-12-11,Finalizada
OP004013,P0418,3,3,2026-02-07,Finalizada
OP004014,P0215,25,25,2026-01-16,Finalizada
OP004015,P0225,41,41,2025-03-17,Finalizada
OP004016,P0036,37,37,2025-06-12,Finalizada
OP004017,P0369,30,30,2026-02-11,Finalizada
OP004018,P0289,46,46,2025-09-04,Finalizada
OP004019,P0109,8,8,2024-01-25,Finalizada
OP004020,P0461,30,30,2025-02-07,Finalizada
OP004021,P0328,1,1,2024-05-09,Finalizada
OP004022,P0065,11,11,2025-01-01,Finalizada
OP004023,P0333,1,1,2024-11-04,Finalizada
OP004024,P0115,15,15,2025-10-03,Finalizada
OP004025,P0487,24,24,2025-03-14,Finalizada
OP004026,P0311,24,24,2024-10-25,Finalizada
OP004027,P0029,6,6,2025-11-24,Finalizada
OP004028,P0214,12,12,2026-03-23,Finalizada
OP004029,P0257,13,13,2026-04-01,Finalizada
OP004030,P0420,9,9,2024-06-25,Finalizada
OP004031,P0396,44,44,2026-05-06,Finalizada
OP004032,P0015,49,49,2026-05-22,Finalizada
OP004033,P0080,16,16,2024-11-01,Finalizada
OP004034,P0473,19,19,2025-10-10,Finalizada
OP004035,P0355,25,25,2024-11-27,Finalizada
OP004036,P0419,8,8,2024-05-31,Finalizada
OP004037,P0411,25,25,2025-07-26,Finalizada
OP004038,P0041,53,53,2025-11-27,Finalizada
OP004039,P0435,9,9,2024-01-02,Finalizada
OP004040,P0123,46,46,2026-01-08,Finalizada
OP004041,P0346,4,4,2024-03-21,Finalizada
OP004042,P0386,3,3,2025-03-31,Finalizada
OP004043,P0162,2,2,2026-01-18,Finalizada
OP004044,P0279,20,20,2025-01-20,Finalizada
OP004045,P0076,50,50,2025-01-02,Finalizada
OP004046,P0070,7,7,2026-02-10,Finalizada
OP004047,P0337,42,42,2026-02-11,Finalizada
OP004048,P0402,53,53,2024-05-20,Finalizada
OP004049,P0438,37,37,2025-01-10,Finalizada
OP004050,P0024,49,49,2025-09-19,Finalizada
OP004051,P0467,27,27,2026-03-18,Finalizada
OP004052,P0218,9,9,2024-10-27,Finalizada
OP004053,P0397,28,28,2025-08-20,Finalizada
OP004054,P0377,8,8,2024-09-17,Finalizada
OP004055,P0031,9,9,2025-04-25,Finalizada
OP004056,P0056,27,27,2024-04-12,Finalizada
OP004057,P0207,27,27,2025-08-26,Finalizada
OP004058,P0336,37,37,2024-03-19,Finalizada
OP004059,P0437,29,29,2026-05-06,Finalizada
OP004060,P0462,6,6,2025-05-09,Finalizada
OP004061,P0072,51,51,2025-12-19,Finalizada
OP004062,P0054,35,35,2024-04-10,Finalizada
OP004063,P0058,28,28,2025-10-06,Finalizada
OP004064,P0240,30,30,2025-03-21,Finalizada
OP004065,P0112,26,26,2025-10-03,Finalizada
OP004066,P0109,34,34,2024-01-14,Finalizada
OP004067,P0154,53,53,2025-09-05,Finalizada
OP004068,P0055,47,47,2025-10-10,Finalizada
OP004069,P0366,18,18,2025-02-03,Finalizada
OP004070,P0355,51,51,2025-09-04,Finalizada
OP004071,P0142,33,33,2025-06-13,Finalizada
OP004072,P0255,7,7,2025-11-27,Finalizada
OP004073,P0324,36,36,2024-05-30,Finalizada
OP004074,P0015,46,46,2025-11-28,Finalizada
OP004075,P0407,27,27,2025-06-18,Finalizada
OP004076,P0143,53,53,2025-12-16,Finalizada
OP004077,P0292,20,20,2025-03-11,Finalizada
OP004078,P0324,25,25,2025-08-18,Finalizada
OP004079,P0310,22,22,2026-03-24,Finalizada
OP004080,P0450,28,28,2025-12-24,Finalizada
OP004081,P0028,34,34,2025-12-09,Finalizada
OP004082,P0147,20,20,2024-06-18,Finalizada
OP004083,P0339,23,23,2026-05-12,Finalizada
OP004084,P0368,17,17,2026-03-18,Finalizada
OP004085,P0113,7,7,2024-06-08,Finalizada
OP004086,P0119,52,52,2025-02-09,Finalizada
OP004087,P0362,35,35,2025-05-04,Finalizada
OP004088,P0027,49,49,2026-04-16,Finalizada
OP004089,P0360,44,44,2026-01-07,Finalizada
OP004090,P0352,38,38,2025-05-30,Finalizada
OP004091,P0058,41,41,2026-02-12,Finalizada
OP004092,P0259,53,53,2024-09-14,Finalizada
OP004093,P0196,46,46,2026-05-14,Finalizada
OP004094,P0357,41,41,2026-02-11,Finalizada
OP004095,P0143,49,49,2024-11-18,Finalizada
OP004096,P0072,7,7,2025-07-10,Finalizada
OP004097,P0408,4,4,2024-01-23,Finalizada
OP004098,P0349,8,8,2025-12-22,Finalizada
OP004099,P0425,20,20,2024-10-21,Finalizada
OP004100,P0242,50,50,2024-02-16,Finalizada
OP004101,P0024,13,13,2025-03-03,Finalizada
OP004102,P0490,33,33,2024-12-09,Finalizada
OP004103,P0239,3,3,2024-04-11,Finalizada
OP004104,P0155,6,6,2025-12-23,Finalizada
OP004105,P0420,46,46,2024-02-22,Finalizada
OP004106,P0388,25,25,2024-11-25,Finalizada
OP004107,P0292,19,19,2025-09-25,Finalizada
OP004108,P0289,9,9,2024-09-17,Finalizada
OP004109,P0250,15,15,2025-03-24,Finalizada
OP004110,P0035,4,4,2025-05-01,Finalizada
OP004111,P0449,15,15,2025-09-14,Finalizada
OP004112,P0136,37,37,2026-01-23,Finalizada
OP004113,P0482,17,17,2025-04-18,Finalizada
OP004114,P0292,52,52,2025-06-05,Finalizada
OP004115,P0054,2,2,2025-09-22,Finalizada
OP004116,P0067,23,23,2024-11-07,Finalizada
OP004117,P0162,28,28,2025-04-12,Finalizada
OP004118,P0255,7,7,2026-04-29,Finalizada
OP004119,P0488,3,3,2025-12-12,Finalizada
OP004120,P0138,40,40,2024-06-19,Finalizada
OP004121,P0028,13,13,2024-08-20,Finalizada
OP004122,P0222,1,1,2026-01-07,Finalizada
OP004123,P0150,33,33,2025-01-09,Finalizada
OP004124,P0278,26,26,2024-12-03,Finalizada
OP004125,P0123,15,15,2026-02-11,Finalizada
OP004126,P0125,27,27,2026-02-04,Finalizada
OP004127,P0131,20,20,2024-06-06,Finalizada
OP004128,P0335,36,36,2024-05-14,Finalizada
OP004129,P0249,3,3,2024-06-11,Finalizada
OP004130,P0107,2,2,2025-03-14,Finalizada
OP004131,P0486,41,41,2025-11-14,Finalizada
OP004132,P0195,15,15,2026-02-02,Finalizada
OP004133,P0029,7,7,2025-04-12,Finalizada
OP004134,P0399,46,46,2024-01-26,Finalizada
OP004135,P0259,40,40,2026-05-17,Finalizada
OP004136,P0034,48,48,2026-05-18,Finalizada
OP004137,P0199,29,29,2025-06-10,Finalizada
OP004138,P0203,30,30,2024-06-20,Finalizada
OP004139,P0147,44,44,2026-01-21,Finalizada
OP004140,P0029,48,48,2024-05-14,Finalizada
OP004141,P0404,19,19,2024-01-15,Finalizada
OP004142,P0438,7,7,2024-04-11,Finalizada
OP004143,P0272,9,9,2025-01-01,Finalizada
OP004144,P0110,45,45,2025-07-14,Finalizada
OP004145,P0226,39,39,2025-03-21,Finalizada
OP004146,P0047,8,8,2024-08-17,Finalizada
OP004147,P0153,26,26,2025-10-20,Finalizada
OP004148,P0439,50,50,2026-05-15,Finalizada
OP004149,P0300,12,12,2025-06-20,Finalizada
OP004150,P0124,42,42,2024-10-09,Finalizada
OP004151,P0142,20,20,2024-09-12,Finalizada
OP004152,P0099,12,12,2026-02-15,Finalizada
OP004153,P0329,2,2,2024-08-06,Finalizada
OP004154,P0127,40,40,2024-06-07,Finalizada
OP004155,P0047,45,45,2025-11-14,Finalizada
OP004156,P0440,5,5,2025-10-01,Finalizada
OP004157,P0316,17,17,2025-02-27,Finalizada
OP004158,P0455,36,36,2026-04-06,Finalizada
OP004159,P0145,37,37,2026-01-20,Finalizada
OP004160,P0134,35,35,2026-02-20,Finalizada
OP004161,P0331,9,9,2024-02-15,Finalizada
OP004162,P0097,29,29,2026-04-09,Finalizada
OP004163,P0499,2,2,2025-12-22,Finalizada
OP004164,P0343,39,39,2026-02-20,Finalizada
OP004165,P0240,29,29,2026-03-25,Finalizada
OP004166,P0226,40,40,2025-01-14,Finalizada
OP004167,P0376,11,11,2024-02-12,Finalizada
OP004168,P0238,16,16,2025-09-23,Finalizada
OP004169,P0433,52,52,2026-01-14,Finalizada
OP004170,P0359,4,4,2025-10-15,Finalizada
OP004171,P0329,11,11,2025-08-18,Finalizada
OP004172,P0073,17,17,2026-04-13,Finalizada
OP004173,P0415,14,14,2025-05-09,Finalizada
OP004174,P0346,14,14,2025-11-03,Finalizada
OP004175,P0224,46,46,2024-12-26,Finalizada
OP004176,P0151,41,41,2024-11-11,Finalizada
OP004177,P0280,27,27,2025-11-03,Finalizada
OP004178,P0072,41,41,2025-05-20,Finalizada
OP004179,P0011,25,25,2025-04-22,Finalizada
OP004180,P0319,17,17,2025-04-17,Finalizada
OP004181,P0428,36,36,2025-08-05,Finalizada
OP004182,P0137,46,46,2026-04-02,Finalizada
OP004183,P0261,31,31,2025-01-16,Finalizada
OP004184,P0133,7,7,2024-11-30,Finalizada
OP004185,P0470,40,40,2025-12-17,Finalizada
OP004186,P0083,9,9,2025-02-17,Finalizada
OP004187,P0446,33,33,2025-02-17,Finalizada
OP004188,P0147,25,25,2025-11-18,Finalizada
OP004189,P0203,20,20,2025-08-28,Finalizada
OP004190,P0441,11,11,2025-02-26,Finalizada
OP004191,P0370,18,18,2025-11-03,Finalizada
OP004192,P0326,48,48,2024-11-05,Finalizada
OP004193,P0066,8,8,2024-09-13,Finalizada
OP004194,P0290,11,11,2024-06-12,Finalizada
OP004195,P0293,47,47,2025-05-27,Finalizada
OP004196,P0099,34,34,2024-04-05,Finalizada
OP004197,P0006,48,48,2024-10-17,Finalizada
OP004198,P0408,20,20,2026-04-29,Finalizada
OP004199,P0147,29,29,2024-09-09,Finalizada
OP004200,P0256,40,40,2025-07-31,Finalizada
OP004201,P0224,9,9,2025-10-03,Finalizada
OP004202,P0143,15,15,2026-01-13,Finalizada
OP004203,P0007,49,49,2024-02-14,Finalizada
OP004204,P0490,5,5,2024-07-29,Finalizada
OP004205,P0185,39,39,2024-07-30,Finalizada
OP004206,P0412,29,29,2025-11-17,Finalizada
OP004207,P0356,36,36,2025-09-04,Finalizada
OP004208,P0084,16,16,2024-08-15,Finalizada
OP004209,P0081,31,31,2024-11-22,Finalizada
OP004210,P0407,8,8,2025-09-04,Finalizada
OP004211,P0451,47,47,2025-09-16,Finalizada
OP004212,P0494,25,25,2026-04-23,Finalizada
OP004213,P0338,38,38,2024-04-15,Finalizada
OP004214,P0296,1,1,2025-10-21,Finalizada
OP004215,P0135,45,45,2025-09-23,Finalizada
OP004216,P0433,11,11,2026-03-10,Finalizada
OP004217,P0288,2,2,2025-09-09,Finalizada
OP004218,P0125,7,7,2026-02-03,Finalizada
OP004219,P0483,23,23,2025-09-15,Finalizada
OP004220,P0324,12,12,2026-01-09,Finalizada
OP004221,P0267,26,26,2026-04-09,Finalizada
OP004222,P0487,14,14,2025-04-07,Finalizada
OP004223,P0478,22,22,2025-03-27,Finalizada
OP004224,P0261,36,36,2025-05-01,Finalizada
OP004225,P0483,27,27,2026-03-02,Finalizada
OP004226,P0176,53,53,2025-01-04,Finalizada
OP004227,P0485,3,3,2024-09-26,Finalizada
OP004228,P0047,52,52,2024-03-24,Finalizada
OP004229,P0394,33,33,2025-07-14,Finalizada
OP004230,P0382,50,50,2025-01-13,Finalizada
OP004231,P0129,14,14,2024-06-07,Finalizada
OP004232,P0432,26,26,2025-03-03,Finalizada
OP004233,P0420,11,11,2025-03-04,Finalizada
OP004234,P0390,27,27,2025-05-20,Finalizada
OP004235,P0166,19,19,2024-03-08,Finalizada
OP004236,P0100,28,28,2024-05-16,Finalizada
OP004237,P0077,18,18,2025-03-07,Finalizada
OP004238,P0375,11,11,2026-05-14,Finalizada
OP004239,P0249,7,7,2025-04-29,Finalizada
OP004240,P0464,8,8,2024-08-20,Finalizada
OP004241,P0222,46,46,2024-04-17,Finalizada
OP004242,P0154,23,23,2026-04-27,Finalizada
OP004243,P0252,5,5,2024-08-07,Finalizada
OP004244,P0467,44,44,2025-08-22,Finalizada
OP004245,P0043,39,39,2025-07-22,Finalizada
OP004246,P0296,14,14,2025-12-24,Finalizada
OP004247,P0303,52,52,2025-01-15,Finalizada
OP004248,P0388,1,1,2025-06-12,Finalizada
OP004249,P0312,35,35,2025-09-02,Finalizada
OP004250,P0321,19,19,2024-12-11,Finalizada
OP004251,P0097,52,52,2025-10-20,Finalizada
OP004252,P0111,28,28,2024-07-25,Finalizada
OP004253,P0451,33,33,2026-01-26,Finalizada
OP004254,P0253,24,24,2026-03-19,Finalizada
OP004255,P0416,25,25,2026-03-30,Finalizada
OP004256,P0363,37,37,2024-06-14,Finalizada
OP004257,P0311,14,14,2026-04-14,Finalizada
OP004258,P0213,49,49,2024-05-30,Finalizada
OP004259,P0496,34,34,2026-05-04,Finalizada
OP004260,P0316,15,15,2025-05-22,Finalizada
OP004261,P0242,49,49,2024-08-16,Finalizada
OP004262,P0425,31,31,2026-01-16,Finalizada
OP004263,P0129,5,5,2025-01-20,Finalizada
OP004264,P0408,41,41,2024-03-06,Finalizada
OP004265,P0435,45,45,2025-05-05,Finalizada
OP004266,P0337,40,40,2026-02-24,Finalizada
OP004267,P0231,5,5,2024-06-13,Finalizada
OP004268,P0187,30,30,2025-11-06,Finalizada
OP004269,P0171,40,40,2025-12-01,Finalizada
OP004270,P0329,18,18,2025-11-30,Finalizada
OP004271,P0368,48,48,2024-07-24,Finalizada
OP004272,P0104,46,46,2026-01-02,Finalizada
OP004273,P0046,44,44,2026-02-12,Finalizada
OP004274,P0128,19,19,2026-01-27,Finalizada
OP004275,P0189,18,18,2025-04-10,Finalizada
OP004276,P0423,17,17,2024-04-07,Finalizada
OP004277,P0087,14,14,2025-06-16,Finalizada
OP004278,P0439,39,39,2025-06-09,Finalizada
OP004279,P0246,45,45,2026-04-14,Finalizada
OP004280,P0032,9,9,2026-03-31,Finalizada
OP004281,P0412,18,18,2024-03-01,Finalizada
OP004282,P0459,19,19,2026-05-20,Finalizada
OP004283,P0048,37,37,2026-04-22,Finalizada
OP004284,P0412,53,53,2024-09-04,Finalizada
OP004285,P0389,8,8,2024-08-28,Finalizada
OP004286,P0228,31,31,2025-02-19,Finalizada
OP004287,P0425,16,16,2025-05-03,Finalizada
OP004288,P0434,16,16,2025-09-27,Finalizada
OP004289,P0195,15,15,2024-08-19,Finalizada
OP004290,P0159,22,22,2025-01-27,Finalizada
OP004291,P0303,51,51,2025-10-16,Finalizada
OP004292,P0130,25,25,2024-05-26,Finalizada
OP004293,P0384,15,15,2026-03-20,Finalizada
OP004294,P0319,38,38,2026-03-16,Finalizada
OP004295,P0459,14,14,2025-05-12,Finalizada
OP004296,P0205,47,47,2025-05-23,Finalizada
OP004297,P0428,37,37,2025-06-26,Finalizada
OP004298,P0088,42,42,2025-10-15,Finalizada
OP004299,P0364,25,25,2025-08-09,Finalizada
OP004300,P0485,24,24,2025-11-09,Finalizada
OP004301,P0228,18,18,2024-01-08,Finalizada
OP004302,P0489,35,35,2025-05-14,Finalizada
OP004303,P0418,4,4,2025-11-03,Finalizada
OP004304,P0062,19,19,2024-12-04,Finalizada
OP004305,P0004,5,5,2024-11-01,Finalizada
OP004306,P0348,24,24,2024-07-13,Finalizada
OP004307,P0377,36,36,2025-12-08,Finalizada
OP004308,P0463,7,7,2025-06-13,Finalizada
OP004309,P0416,11,11,2024-11-25,Finalizada
OP004310,P0014,26,26,2026-05-18,Finalizada
OP004311,P0120,26,26,2025-04-21,Finalizada
OP004312,P0044,48,48,2025-02-26,Finalizada
OP004313,P0128,37,37,2024-01-29,Finalizada
OP004314,P0288,27,27,2025-09-10,Finalizada
OP004315,P0210,7,7,2026-04-27,Finalizada
OP004316,P0081,16,16,2025-09-29,Finalizada
OP004317,P0415,11,11,2026-01-24,Finalizada
OP004318,P0254,17,17,2025-12-03,Finalizada
OP004319,P0029,29,29,2025-12-12,Finalizada
OP004320,P0294,35,35,2024-10-23,Finalizada
OP004321,P0492,35,35,2026-01-05,Finalizada
OP004322,P0159,9,9,2025-08-20,Finalizada
OP004323,P0218,25,25,2024-06-14,Finalizada
OP004324,P0043,4,4,2025-03-14,Finalizada
OP004325,P0337,20,20,2025-10-03,Finalizada
OP004326,P0259,49,49,2025-11-19,Finalizada
OP004327,P0279,53,53,2026-05-20,Finalizada
OP004328,P0051,31,31,2024-11-22,Finalizada
OP004329,P0005,33,33,2025-03-18,Finalizada
OP004330,P0355,53,53,2025-10-20,Finalizada
OP004331,P0395,51,51,2025-03-19,Finalizada
OP004332,P0365,44,44,2025-02-10,Finalizada
OP004333,P0384,33,33,2025-07-22,Finalizada
OP004334,P0130,39,39,2026-04-16,Finalizada
OP004335,P0110,26,26,2026-03-19,Finalizada
OP004336,P0234,34,34,2026-02-16,Finalizada
OP004337,P0451,19,19,2026-01-20,Finalizada
OP004338,P0228,37,37,2025-02-05,Finalizada
OP004339,P0183,4,4,2025-07-11,Finalizada
OP004340,P0490,22,22,2025-11-21,Finalizada
OP004341,P0180,44,44,2024-08-01,Finalizada
OP004342,P0271,16,16,2025-06-15,Finalizada
OP004343,P0222,2,2,2025-10-03,Finalizada
OP004344,P0464,41,41,2026-03-11,Finalizada
OP004345,P0371,8,8,2024-03-05,Finalizada
OP004346,P0446,16,16,2025-01-27,Finalizada
OP004347,P0346,39,39,2024-02-02,Finalizada
OP004348,P0336,40,40,2025-09-12,Finalizada
OP004349,P0464,18,18,2025-12-17,Finalizada
OP004350,P0471,40,40,2025-07-25,Finalizada
OP004351,P0190,31,31,2024-11-08,Finalizada
OP004352,P0489,9,9,2024-10-23,Finalizada
OP004353,P0014,5,5,2025-04-14,Finalizada
OP004354,P0244,16,16,2026-02-06,Finalizada
OP004355,P0333,47,47,2025-10-02,Finalizada
OP004356,P0176,11,11,2025-03-21,Finalizada
OP004357,P0331,24,24,2025-10-21,Finalizada
OP004358,P0126,38,38,2025-11-19,Finalizada
OP004359,P0144,52,52,2025-03-05,Finalizada
OP004360,P0085,23,23,2024-04-18,Finalizada
OP004361,P0398,49,49,2024-03-26,Finalizada
OP004362,P0070,5,5,2026-05-14,Finalizada
OP004363,P0069,12,12,2024-12-31,Finalizada
OP004364,P0424,17,17,2026-02-27,Finalizada
OP004365,P0373,14,14,2025-08-05,Finalizada
OP004366,P0171,33,33,2025-05-26,Finalizada
OP004367,P0203,3,3,2025-11-03,Finalizada
OP004368,P0205,26,26,2024-04-15,Finalizada
OP004369,P0385,44,44,2025-04-24,Finalizada
OP004370,P0491,16,16,2024-09-06,Finalizada
OP004371,P0197,1,1,2025-06-30,Finalizada
OP004372,P0119,52,52,2024-03-26,Finalizada
OP004373,P0397,1,1,2024-09-11,Finalizada
OP004374,P0389,19,19,2025-07-14,Finalizada
OP004375,P0185,36,36,2024-06-11,Finalizada
OP004376,P0141,38,38,2026-04-29,Finalizada
OP004377,P0428,50,50,2025-08-08,Finalizada
OP004378,P0343,5,5,2025-10-14,Finalizada
OP004379,P0430,34,34,2025-09-11,Finalizada
OP004380,P0464,44,44,2025-03-25,Finalizada
OP004381,P0276,31,31,2025-05-21,Finalizada
OP004382,P0070,39,39,2026-03-05,Finalizada
OP004383,P0116,48,48,2024-02-27,Finalizada
OP004384,P0003,14,14,2025-08-01,Finalizada
OP004385,P0094,35,35,2025-11-21,Finalizada
OP004386,P0138,40,40,2025-12-05,Finalizada
OP004387,P0016,48,48,2025-06-23,Finalizada
OP004388,P0322,52,52,2026-01-07,Finalizada
OP004389,P0301,12,12,2025-06-09,Finalizada
OP004390,P0139,13,13,2026-03-31,Finalizada
OP004391,P0382,6,6,2024-08-14,Finalizada
OP004392,P0047,45,45,2024-12-25,Finalizada
OP004393,P0446,7,7,2024-06-21,Finalizada
OP004394,P0219,9,9,2026-03-04,Finalizada
OP004395,P0175,53,53,2024-03-29,Finalizada
OP004396,P0495,37,37,2024-02-19,Finalizada
OP004397,P0234,47,47,2025-11-18,Finalizada
OP004398,P0009,34,34,2025-08-25,Finalizada
OP004399,P0387,1,1,2025-11-07,Finalizada
OP004400,P0101,52,52,2025-02-01,Finalizada
OP004401,P0222,39,39,2025-01-21,Finalizada
OP004402,P0414,5,5,2026-02-27,Finalizada
OP004403,P0003,14,14,2025-07-11,Finalizada
OP004404,P0191,18,18,2024-02-26,Finalizada
OP004405,P0418,50,50,2026-03-27,Finalizada
OP004406,P0051,42,42,2025-08-13,Finalizada
OP004407,P0474,26,26,2025-02-12,Finalizada
OP004408,P0125,14,14,2025-01-14,Finalizada
OP004409,P0382,3,3,2024-12-31,Finalizada
OP004410,P0291,27,27,2025-02-18,Finalizada
OP004411,P0110,38,38,2026-03-02,Finalizada
OP004412,P0301,24,24,2024-11-25,Finalizada
OP004413,P0473,5,5,2026-05-12,Finalizada
OP004414,P0189,6,6,2026-02-14,Finalizada
OP004415,P0201,42,42,2024-01-16,Finalizada
OP004416,P0403,42,42,2026-04-01,Finalizada
OP004417,P0408,9,9,2026-03-10,Finalizada
OP004418,P0172,45,45,2025-09-12,Finalizada
OP004419,P0248,46,46,2026-04-26,Finalizada
OP004420,P0314,38,38,2026-05-21,Finalizada
OP004421,P0312,40,40,2025-03-11,Finalizada
OP004422,P0202,28,28,2025-11-14,Finalizada
OP004423,P0438,51,51,2025-10-29,Finalizada
OP004424,P0421,34,34,2026-01-01,Finalizada
OP004425,P0452,2,2,2025-06-24,Finalizada
OP004426,P0325,48,48,2025-12-19,Finalizada
OP004427,P0130,13,13,2025-03-24,Finalizada
OP004428,P0408,13,13,2025-01-07,Finalizada
OP004429,P0096,3,3,2026-03-24,Finalizada
OP004430,P0143,17,17,2025-03-24,Finalizada
OP004431,P0298,18,18,2025-08-28,Finalizada
OP004432,P0463,9,9,2024-11-27,Finalizada
OP004433,P0367,45,45,2024-03-22,Finalizada
OP004434,P0453,50,50,2025-12-01,Finalizada
OP004435,P0178,34,34,2025-10-10,Finalizada
OP004436,P0241,46,46,2024-04-01,Finalizada
OP004437,P0103,15,15,2025-01-07,Finalizada
OP004438,P0192,47,47,2025-07-10,Finalizada
OP004439,P0144,23,23,2025-01-15,Finalizada
OP004440,P0019,7,7,2025-01-27,Finalizada
OP004441,P0420,40,40,2025-01-15,Finalizada
OP004442,P0491,13,13,2024-07-04,Finalizada
OP004443,P0039,41,41,2026-02-25,Finalizada
OP004444,P0012,25,25,2024-04-18,Finalizada
OP004445,P0209,34,34,2025-03-13,Finalizada
OP004446,P0299,23,23,2025-11-13,Finalizada
OP004447,P0400,2,2,2025-07-20,Finalizada
OP004448,P0274,22,22,2026-04-07,Finalizada
OP004449,P0074,24,24,2025-06-19,Finalizada
OP004450,P0497,17,17,2024-10-09,Finalizada
OP004451,P0349,12,12,2026-01-19,Finalizada
OP004452,P0164,53,53,2024-02-14,Finalizada
OP004453,P0475,33,33,2026-03-02,Finalizada
OP004454,P0374,30,30,2026-02-07,Finalizada
OP004455,P0199,26,26,2024-01-10,Finalizada
OP004456,P0161,51,51,2025-09-08,Finalizada
OP004457,P0215,33,33,2024-08-26,Finalizada
OP004458,P0331,35,35,2026-05-07,Finalizada
OP004459,P0005,23,23,2025-11-27,Finalizada
OP004460,P0191,30,30,2024-10-09,Finalizada
OP004461,P0098,52,52,2026-02-23,Finalizada
OP004462,P0392,37,37,2025-02-03,Finalizada
OP004463,P0108,5,5,2024-09-03,Finalizada
OP004464,P0379,26,26,2025-12-26,Finalizada
OP004465,P0393,3,3,2024-05-15,Finalizada
OP004466,P0379,36,36,2025-01-18,Finalizada
OP004467,P0212,17,17,2026-03-04,Finalizada
OP004468,P0306,3,3,2025-07-29,Finalizada
OP004469,P0080,49,49,2024-09-03,Finalizada
OP004470,P0200,49,49,2025-01-24,Finalizada
OP004471,P0471,29,29,2024-12-10,Finalizada
OP004472,P0308,13,13,2024-03-05,Finalizada
OP004473,P0100,27,27,2025-11-14,Finalizada
OP004474,P0126,25,25,2025-05-23,Finalizada
OP004475,P0011,14,14,2024-05-21,Finalizada
OP004476,P0427,26,26,2026-03-20,Finalizada
OP004477,P0493,50,50,2024-08-12,Finalizada
OP004478,P0091,33,33,2026-04-20,Finalizada
OP004479,P0166,11,11,2025-05-15,Finalizada
OP004480,P0465,27,27,2025-11-24,Finalizada
OP004481,P0106,48,48,2025-12-29,Finalizada
OP004482,P0388,49,49,2024-03-11,Finalizada
OP004483,P0364,22,22,2024-02-27,Finalizada
OP004484,P0268,13,13,2025-12-12,Finalizada
OP004485,P0432,37,37,2025-08-13,Finalizada
OP004486,P0039,4,4,2024-05-13,Finalizada
OP004487,P0463,30,30,2024-05-31,Finalizada
OP004488,P0022,13,13,2025-12-22,Finalizada
OP004489,P0386,15,15,2026-03-06,Finalizada
OP004490,P0413,52,52,2025-11-25,Finalizada
OP004491,P0319,20,20,2025-08-08,Finalizada
OP004492,P0261,2,2,2026-01-21,Finalizada
OP004493,P0230,35,35,2026-01-02,Finalizada
OP004494,P0462,13,13,2026-03-18,Finalizada
OP004495,P0265,17,17,2024-07-30,Finalizada
OP004496,P0441,53,53,2025-06-05,Finalizada
OP004497,P0092,33,33,2026-04-09,Finalizada
OP004498,P0437,33,33,2026-05-11,Finalizada
OP004499,P0128,19,19,2026-04-27,Finalizada
OP004500,P0493,12,12,2025-03-12,Finalizada
