id_pedido,data_emissao,id_cliente,id_produto,quantidade,valor_unitario,total,custo_total_item,status
V011092,2025-08-07,C0033,P0042,14,62.05,492.93,333.79,Faturado
V011093,2025-08-07,C0003,P0176,37,120.15,2522.58,2137.76,Faturado
V011094,2025-08-07,C0028,P0245,19,216.9,2338.47,1550.77,Faturado
V011095,2025-08-07,C0001,P0253,37,216.43,4544.0,3236.34,Faturado
V011096,2025-08-07,C0126,P0274,20,243.51,2763.54,2035.66,Faturado
V011097,2025-08-07,C0191,P0447,2,10.7,12.14,9.2,Faturado
V011098,2025-08-07,C0113,P0334,7,54.08,214.81,180.09,Faturado
V011099,2025-08-07,C0047,P0092,33,60.47,1132.33,795.74,Faturado
V011100,2025-08-07,C0037,P0011,42,254.05,6054.63,5079.64,Faturado
V011101,2025-08-07,C0086,P0152,6,90.38,307.71,193.98,Faturado
V011102,2025-08-07,C0048,P0189,7,12.2,48.46,32.13,Faturado
V011103,2025-08-07,C0108,P0448,44,70.86,1769.18,1229.14,Faturado
V011104,2025-08-07,C0019,P0164,18,99.82,1019.55,795.22,Faturado
V011105,2025-08-07,C0142,P0126,43,189.68,4628.17,3254.22,Faturado
V011106,2025-08-07,C0195,P0211,29,51.19,842.37,649.23,Faturado
V011107,2025-08-07,C0083,P0461,19,91.43,985.74,658.8,Faturado
V011108,2025-08-07,C0225,P0097,25,535.38,7594.89,6541.86,Faturado
V011109,2025-08-07,C0213,P0309,4,175.68,398.75,254.57,Faturado
V011110,2025-08-07,C0065,P0339,13,89.61,661.03,465.56,Faturado
V011111,2025-08-07,C0026,P0047,32,243.82,4427.3,3366.8,Faturado
V011112,2025-08-07,C0138,P0308,27,38.11,583.88,414.77,Faturado
V011113,2025-08-07,C0099,P0224,34,42.03,810.88,616.11,Faturado
V011114,2025-08-07,C0077,P0463,28,77.51,1231.5,962.43,Faturado
V011115,2025-08-07,C0070,P0057,9,225.01,1149.12,908.18,Faturado
V011116,2025-08-07,C0043,P0075,8,23.08,104.77,73.87,Faturado
V011117,2025-08-07,C0070,P0254,21,15.61,186.01,155.44,Faturado
V011118,2025-08-07,C0227,P0151,46,104.86,2737.08,2353.66,Faturado
V011119,2025-08-08,C0216,P0022,32,303.23,5506.07,4668.37,Faturado
V011120,2025-08-08,C0006,P0415,23,451.42,5891.53,4026.67,Faturado
V011121,2025-08-08,C0135,P0099,15,342.66,2916.58,2021.75,Faturado
V011122,2025-08-08,C0009,P0170,28,154.4,2453.15,1806.45,Faturado
V011123,2025-08-08,C0101,P0190,38,74.75,1611.81,1319.32,Faturado
V011124,2025-08-08,C0061,P0106,5,158.89,450.8,341.58,Faturado
V011125,2025-08-08,C0208,P0320,40,28.3,642.34,491.77,Faturado
V011126,2025-08-08,C0162,P0458,18,32.77,334.71,215.32,Faturado
V011127,2025-08-08,C0163,P0265,21,81.05,965.81,749.2,Faturado
V011128,2025-08-08,C0099,P0382,15,155.17,1320.74,879.66,Faturado
V011129,2025-08-08,C0148,P0351,3,286.61,487.9,321.58,Faturado
V011130,2025-08-08,C0058,P0428,46,138.81,3623.25,2964.27,Faturado
V011131,2025-08-08,C0215,P0447,26,10.7,157.86,119.55,Faturado
V011132,2025-08-08,C0060,P0168,15,48.94,416.56,313.2,Faturado
V011133,2025-08-08,C0234,P0344,45,29.91,763.74,625.49,Faturado
V011134,2025-08-08,C0182,P0425,20,393.62,4467.11,3389.9,Faturado
V011135,2025-08-08,C0035,P0113,21,59.48,708.78,441.96,Faturado
V011136,2025-08-08,C0047,P0328,26,71.56,1055.75,834.3,Faturado
V011137,2025-08-08,C0046,P0306,41,264.8,6160.57,4937.38,Faturado
V011138,2025-08-08,C0087,P0148,23,535.56,6989.65,5214.77,Faturado
V011139,2025-08-08,C0004,P0337,49,145.82,4054.45,3118.81,Faturado
V011140,2025-08-08,C0010,P0220,25,350.65,4974.31,3365.81,Faturado
V011141,2025-08-08,C0107,P0454,4,210.63,478.08,381.59,Faturado
V011142,2025-08-08,C0075,P0426,10,194.26,1102.31,699.73,Faturado
V011143,2025-08-08,C0040,P0033,22,11.63,145.18,118.4,Faturado
V011144,2025-08-08,C0127,P0220,3,350.65,596.92,403.9,Faturado
V011145,2025-08-08,C0183,P0319,19,51.64,556.75,370.79,Faturado
V011146,2025-08-08,C0119,P0185,31,155.26,2731.12,2112.62,Faturado
V011147,2025-08-08,C0073,P0193,9,96.3,491.8,308.74,Faturado
V011148,2025-08-08,C0040,P0361,29,324.58,5341.2,3318.72,Faturado
V011149,2025-08-08,C0204,P0180,37,323.91,6800.57,5385.53,Faturado
V011150,2025-08-08,C0209,P0355,46,36.81,960.82,670.94,Faturado
V011151,2025-08-09,C0095,P0470,36,34.14,697.41,538.38,Faturado
V011152,2025-08-09,C0063,P0439,14,390.45,3101.79,1954.72,Faturado
V011153,2025-08-09,C0103,P0038,44,461.19,11514.68,9624.86,Faturado
V011154,2025-08-09,C0005,P0117,18,155.19,1585.1,1226.55,Faturado
V011155,2025-08-09,C0172,P0238,7,158.29,628.74,534.77,Faturado
V011156,2025-08-09,C0233,P0364,23,96.74,1262.56,1007.97,Faturado
V011157,2025-08-09,C0157,P0402,33,49.06,918.67,689.28,Faturado
V011158,2025-08-09,C0107,P0204,45,111.63,2850.44,1944.98,Faturado
V011159,2025-08-10,C0176,P0186,28,192.65,3060.88,2625.56,Faturado
V011160,2025-08-10,C0136,P0381,11,247.0,1541.73,959.67,Faturado
V011161,2025-08-10,C0158,P0209,39,69.79,1544.46,1041.55,Faturado
V011162,2025-08-10,C0026,P0051,2,129.62,147.1,111.29,Faturado
V011163,2025-08-10,C0152,P0288,9,149.62,764.1,479.56,Faturado
V011164,2025-08-10,C0155,P0088,45,215.59,5505.04,4085.33,Faturado
V011165,2025-08-10,C0207,P0491,23,133.02,1736.06,1422.49,Faturado
V011166,2025-08-11,C0239,P0224,29,42.03,691.63,525.5,Faturado
V011167,2025-08-11,C0088,P0113,28,59.48,945.04,589.27,Faturado
V011168,2025-08-11,C0132,P0278,44,142.59,3560.09,2302.74,Faturado
V011169,2025-08-11,C0105,P0404,19,200.96,2166.62,1520.26,Faturado
V011170,2025-08-11,C0067,P0353,23,247.91,3235.5,2097.77,Faturado
V011171,2025-08-11,C0118,P0005,47,59.66,1591.11,1118.45,Faturado
V011172,2025-08-11,C0171,P0382,8,155.17,704.4,469.15,Faturado
V011173,2025-08-11,C0030,P0212,25,21.83,309.68,247.99,Faturado
V011174,2025-08-11,C0111,P0256,38,197.42,4256.91,3624.28,Faturado
V011175,2025-08-11,C0144,P0334,38,54.08,1166.11,977.61,Faturado
V011176,2025-08-11,C0199,P0475,35,145.72,2894.05,2233.0,Faturado
V011177,2025-08-11,C0039,P0474,26,114.63,1691.18,1192.75,Faturado
V011178,2025-08-11,C0086,P0416,3,34.97,59.53,35.96,Faturado
V011179,2025-08-11,C0041,P0030,2,67.86,77.01,66.03,Faturado
V011180,2025-08-11,C0031,P0347,5,39.99,113.46,87.14,Faturado
V011181,2025-08-11,C0177,P0410,20,40.06,454.63,336.03,Faturado
V011182,2025-08-11,C0141,P0082,12,11.71,79.74,56.44,Faturado
V011183,2025-08-11,C0233,P0493,38,40.12,865.09,562.85,Faturado
V011184,2025-08-11,C0169,P0471,16,90.33,820.11,675.02,Faturado
V011185,2025-08-11,C0244,P0236,37,16.02,336.34,245.71,Faturado
V011186,2025-08-12,C0225,P0221,13,106.36,784.59,604.31,Faturado
V011187,2025-08-12,C0206,P0355,17,36.81,355.09,247.96,Faturado
V011188,2025-08-12,C0120,P0369,13,114.79,846.77,506.42,Faturado
V011189,2025-08-12,C0170,P0037,25,459.55,6519.17,4112.05,Faturado
V011190,2025-08-12,C0035,P0310,2,407.56,462.53,305.4,Faturado
V011191,2025-08-12,C0126,P0149,24,286.89,3907.02,2895.96,Faturado
V011192,2025-08-12,C0075,P0405,36,163.73,3344.64,2444.69,Faturado
V011193,2025-08-12,C0246,P0092,25,60.47,857.83,602.84,Faturado
V011194,2025-08-12,C0084,P0070,34,261.34,5042.01,3889.12,Faturado
V011195,2025-08-12,C0158,P0084,12,18.69,127.27,97.33,Faturado
V011196,2025-08-12,C0053,P0444,19,18.45,198.92,163.84,Faturado
V011197,2025-08-12,C0058,P0420,42,12.74,303.63,227.63,Faturado
V011198,2025-08-12,C0156,P0205,30,54.81,933.04,772.47,Faturado
V011199,2025-08-12,C0143,P0488,37,121.47,2550.29,1653.03,Faturado
V011200,2025-08-12,C0166,P0267,43,68.31,1666.76,1232.0,Faturado
V011201,2025-08-12,C0050,P0088,1,215.59,122.33,90.79,Faturado
V011202,2025-08-12,C0141,P0252,3,103.13,175.56,143.3,Faturado
V011203,2025-08-12,C0111,P0211,49,51.19,1423.31,1096.98,Faturado
V011204,2025-08-12,C0163,P0343,26,512.98,7568.21,5413.63,Faturado
V011205,2025-08-12,C0111,P0031,15,348.82,2969.01,1933.22,Faturado
V011206,2025-08-12,C0152,P0357,46,262.77,6858.87,5913.97,Faturado
V011207,2025-08-12,C0120,P0421,47,318.5,8494.28,7182.6,Faturado
V011208,2025-08-12,C0065,P0316,48,68.66,1870.1,1232.34,Faturado
V011209,2025-08-12,C0106,P0061,28,191.08,3035.94,2311.51,Faturado
V011210,2025-08-12,C0216,P0067,4,657.32,1491.96,909.15,Faturado
V011211,2025-08-12,C0091,P0226,19,37.76,407.1,284.43,Faturado
V011212,2025-08-12,C0146,P0413,24,86.84,1182.63,773.56,Faturado
V011213,2025-08-12,C0186,P0451,40,388.59,8820.05,5721.79,Faturado
V011214,2025-08-12,C0026,P0335,6,181.62,618.35,496.54,Faturado
V011215,2025-08-12,C0157,P0327,16,17.98,163.24,116.87,Faturado
V011216,2025-08-12,C0072,P0067,32,657.32,11935.65,7273.19,Faturado
V011217,2025-08-12,C0044,P0128,30,65.56,1116.04,736.74,Faturado
V011218,2025-08-12,C0090,P0111,35,357.13,7092.73,4370.22,Faturado
V011219,2025-08-12,C0133,P0491,8,133.02,603.85,494.78,Faturado
V011220,2025-08-12,C0161,P0272,5,145.06,411.56,352.81,Faturado
V011221,2025-08-12,C0232,P0301,37,615.8,12928.87,8766.05,Faturado
V011222,2025-08-12,C0124,P0034,12,363.69,2476.46,1507.5,Faturado
V011223,2025-08-12,C0005,P0212,25,21.83,309.68,247.99,Faturado
V011224,2025-08-12,C0127,P0300,33,89.25,1671.25,1112.65,Faturado
V011225,2025-08-12,C0113,P0373,39,127.64,2824.69,1975.5,Faturado
V011226,2025-08-12,C0111,P0125,24,652.58,8887.18,6726.12,Faturado
V011227,2025-08-12,C0164,P0103,11,131.07,818.12,540.28,Faturado
V011228,2025-08-13,C0175,P0264,49,57.05,1586.25,1168.63,Faturado
V011229,2025-08-13,C0225,P0087,31,167.14,2940.09,2151.88,Faturado
V011230,2025-08-13,C0005,P0084,48,18.69,509.06,389.31,Faturado
V011231,2025-08-13,C0224,P0224,10,42.03,238.49,181.21,Faturado
V011232,2025-08-13,C0222,P0011,16,254.05,2306.53,1935.1,Faturado
V011233,2025-08-13,C0223,P0327,37,17.98,377.49,270.25,Faturado
V011234,2025-08-13,C0013,P0186,20,192.65,2186.34,1875.4,Faturado
V011235,2025-08-13,C0042,P0350,3,138.16,235.19,183.1,Faturado
V011236,2025-08-13,C0125,P0379,35,71.17,1413.46,936.31,Faturado
V011237,2025-08-13,C0133,P0432,34,418.55,8075.05,6256.43,Faturado
V011238,2025-08-13,C0151,P0231,21,102.64,1223.08,735.91,Faturado
V011239,2025-08-13,C0062,P0141,36,14.01,286.19,217.09,Faturado
V011240,2025-08-13,C0129,P0106,32,158.89,2885.13,2186.08,Faturado
V011241,2025-08-13,C0074,P0253,18,216.43,2210.59,1574.43,Faturado
V011242,2025-08-13,C0114,P0444,34,18.45,355.95,293.19,Faturado
V011243,2025-08-13,C0219,P0049,38,112.31,2421.71,1872.72,Faturado
V011244,2025-08-13,C0054,P0451,3,388.59,661.5,429.13,Faturado
V011245,2025-08-13,C0200,P0263,3,51.65,87.92,66.98,Faturado
V011246,2025-08-13,C0116,P0491,27,133.02,2037.98,1669.89,Faturado
V011247,2025-08-13,C0131,P0205,2,54.81,62.2,51.5,Faturado
V011248,2025-08-13,C0083,P0357,3,262.77,447.32,385.69,Faturado
V011249,2025-08-13,C0192,P0409,17,73.63,710.27,551.78,Faturado
V011250,2025-08-13,C0179,P0407,46,127.37,3324.64,2464.27,Faturado
V011251,2025-08-13,C0130,P0051,39,129.62,2868.51,2170.12,Faturado
V011252,2025-08-14,C0001,P0403,12,202.16,1376.56,1030.08,Faturado
V011253,2025-08-14,C0171,P0211,4,51.19,116.19,89.55,Faturado
V011254,2025-08-14,C0167,P0492,16,35.31,320.58,245.19,Faturado
V011255,2025-08-14,C0138,P0133,23,269.35,3515.31,2726.58,Faturado
V011256,2025-08-14,C0002,P0197,11,239.63,1495.73,1268.03,Faturado
V011257,2025-08-14,C0063,P0398,24,30.46,414.82,351.86,Faturado
V011258,2025-08-14,C0016,P0347,22,39.99,499.22,383.4,Faturado
V011259,2025-08-14,C0037,P0049,39,112.31,2485.43,1922.0,Faturado
V011260,2025-08-14,C0016,P0064,15,193.75,1649.12,1311.92,Faturado
V011261,2025-08-14,C0087,P0112,49,16.98,472.12,337.22,Faturado
V011262,2025-08-14,C0090,P0356,15,36.92,314.25,218.11,Faturado
V011263,2025-08-14,C0080,P0185,10,155.26,881.01,681.49,Faturado
V011264,2025-08-14,C0027,P0104,28,532.54,8461.15,6802.2,Faturado
V011265,2025-08-14,C0191,P0419,36,151.8,3100.94,2642.24,Faturado
V011266,2025-08-14,C0111,P0213,17,30.7,296.15,249.88,Faturado
V011267,2025-08-14,C0233,P0005,36,59.66,1218.72,856.69,Faturado
V011268,2025-08-14,C0222,P0119,22,41.26,515.08,397.17,Faturado
V011269,2025-08-14,C0064,P0344,23,29.91,390.36,319.69,Faturado
V011270,2025-08-14,C0097,P0249,29,109.4,1800.26,1433.33,Faturado
V011271,2025-08-14,C0160,P0167,22,149.78,1869.8,1601.1,Faturado
V011272,2025-08-14,C0137,P0383,11,124.36,776.23,626.51,Faturado
V011273,2025-08-14,C0011,P0242,36,19.45,397.32,249.11,Faturado
V011274,2025-08-14,C0229,P0280,44,94.76,2365.9,1913.03,Faturado
V011275,2025-08-14,C0070,P0424,29,188.93,3108.98,2117.54,Faturado
V011276,2025-08-14,C0158,P0363,42,264.41,6301.54,4829.86,Faturado
V011277,2025-08-14,C0232,P0238,32,158.29,2874.24,2444.66,Faturado
V011278,2025-08-14,C0143,P0306,14,264.8,2103.61,1685.93,Faturado
V011279,2025-08-14,C0187,P0205,18,54.81,559.82,463.48,Faturado
V011280,2025-08-14,C0048,P0486,38,234.1,5047.82,3798.14,Faturado
V011281,2025-08-14,C0094,P0493,37,40.12,842.33,548.04,Faturado
V011282,2025-08-14,C0210,P0314,34,230.12,4439.69,2864.5,Faturado
V011283,2025-08-15,C0063,P0366,18,103.17,1053.77,744.61,Faturado
V011284,2025-08-15,C0005,P0067,49,657.32,18276.46,11137.07,Faturado
V011285,2025-08-15,C0025,P0191,9,143.71,733.92,607.3,Faturado
V011286,2025-08-15,C0073,P0439,42,390.45,9305.38,5864.15,Faturado
V011287,2025-08-15,C0124,P0043,5,69.77,197.95,167.53,Faturado
V011288,2025-08-15,C0220,P0123,43,22.14,540.21,324.13,Faturado
V011289,2025-08-15,C0022,P0278,22,142.59,1780.04,1151.37,Faturado
V011290,2025-08-15,C0093,P0343,32,512.98,9314.72,6662.93,Faturado
V011291,2025-08-15,C0191,P0196,47,118.23,3153.15,2388.18,Faturado
V011292,2025-08-15,C0035,P0333,2,259.01,293.94,202.04,Faturado
V011293,2025-08-15,C0055,P0125,21,652.58,7776.29,5885.36,Faturado
V011294,2025-08-15,C0128,P0096,28,11.83,187.96,145.0,Faturado
V011295,2025-08-15,C0020,P0378,24,158.21,2154.59,1727.84,Faturado
V011296,2025-08-15,C0005,P0157,24,1235.87,16830.74,10866.0,Faturado
V011297,2025-08-15,C0167,P0040,14,159.88,1270.11,967.28,Faturado
V011298,2025-08-15,C0063,P0360,37,76.67,1609.71,1210.42,Faturado
V011299,2025-08-15,C0236,P0173,27,177.02,2712.1,1711.81,Faturado
V011300,2025-08-15,C0032,P0375,24,156.82,2135.66,1829.33,Faturado
V011301,2025-08-15,C0231,P0394,6,72.8,247.86,163.9,Faturado
V011302,2025-08-15,C0191,P0461,26,91.43,1348.9,901.52,Faturado
V011303,2025-08-15,C0074,P0173,15,177.02,1506.72,951.01,Faturado
V011304,2025-08-15,C0168,P0120,29,103.46,1702.51,1159.0,Faturado
V011305,2025-08-15,C0145,P0273,36,180.49,3687.01,3010.47,Faturado
V011306,2025-08-15,C0101,P0358,10,174.13,988.08,707.8,Faturado
V011307,2025-08-15,C0079,P0386,28,34.67,550.85,403.54,Faturado
V011308,2025-08-15,C0201,P0401,9,34.36,175.47,141.58,Faturado
V011309,2025-08-15,C0160,P0364,21,96.74,1152.78,920.32,Faturado
V011310,2025-08-15,C0023,P0346,10,427.92,2428.19,1496.63,Faturado
V011311,2025-08-15,C0203,P0375,4,156.82,355.94,304.89,Faturado
V011312,2025-08-15,C0188,P0422,4,413.5,938.54,704.45,Faturado
V011313,2025-08-15,C0205,P0421,6,318.5,1084.38,916.93,Faturado
V011314,2025-08-16,C0200,P0369,28,114.79,1823.82,1090.75,Faturado
V011315,2025-08-16,C0131,P0156,30,261.42,4450.2,2925.95,Faturado
V011316,2025-08-16,C0049,P0172,32,28.08,509.88,377.01,Faturado
V011317,2025-08-16,C0021,P0396,11,27.59,172.21,140.71,Faturado
V011318,2025-08-16,C0136,P0070,20,261.34,2965.89,2287.72,Faturado
V011319,2025-08-16,C0064,P0071,16,451.32,4097.55,2811.17,Faturado
V011320,2025-08-17,C0157,P0359,25,121.06,1717.35,1178.72,Faturado
V011321,2025-08-17,C0157,P0235,33,185.87,3480.51,2782.73,Faturado
V011322,2025-08-17,C0177,P0248,17,79.42,766.12,569.85,Faturado
V011323,2025-08-17,C0075,P0165,49,30.74,854.71,514.88,Faturado
V011324,2025-08-17,C0179,P0205,33,54.81,1026.34,849.72,Faturado
V011325,2025-08-17,C0178,P0427,25,34.83,494.1,413.26,Faturado
V011326,2025-08-17,C0028,P0165,33,30.74,575.62,346.75,Faturado
V011327,2025-08-17,C0074,P0488,9,121.47,620.34,402.09,Faturado
V011328,2025-08-17,C0133,P0213,27,30.7,470.35,396.86,Faturado
V011329,2025-08-18,C0177,P0207,22,597.05,7453.37,5945.39,Faturado
V011330,2025-08-18,C0146,P0016,48,708.55,19298.83,14463.52,Faturado
V011331,2025-08-18,C0138,P0400,18,249.4,2547.35,1632.23,Faturado
V011332,2025-08-18,C0213,P0013,16,39.3,356.81,284.27,Faturado
V011333,2025-08-18,C0115,P0078,5,92.8,263.29,171.64,Faturado
V011334,2025-08-18,C0054,P0214,1,30.55,17.34,12.38,Faturado
V011335,2025-08-18,C0079,P0341,19,407.88,4397.49,3030.06,Faturado
V011336,2025-08-18,C0015,P0329,10,31.65,179.59,108.09,Faturado
V011337,2025-08-18,C0139,P0447,21,10.7,127.5,96.56,Faturado
V011338,2025-08-18,C0168,P0119,13,41.26,304.36,234.69,Faturado
V011339,2025-08-18,C0118,P0425,24,393.62,5360.53,4067.88,Faturado
V011340,2025-08-18,C0112,P0181,23,87.5,1141.97,730.06,Faturado
V011341,2025-08-18,C0106,P0324,23,35.15,458.75,346.91,Faturado
V011342,2025-08-18,C0105,P0330,11,19.82,123.71,85.15,Faturado
V011343,2025-08-18,C0047,P0355,47,36.81,981.71,685.52,Faturado
V011344,2025-08-18,C0118,P0373,2,127.64,144.86,101.31,Faturado
V011345,2025-08-18,C0126,P0137,6,91.26,310.71,264.03,Faturado
V011346,2025-08-18,C0229,P0179,11,133.47,833.1,539.7,Faturado
V011347,2025-08-18,C0148,P0432,15,418.55,3562.52,2760.19,Faturado
V011348,2025-08-18,C0098,P0208,9,111.77,570.8,354.94,Faturado
V011349,2025-08-19,C0017,P0021,2,410.52,465.89,374.52,Faturado
V011350,2025-08-19,C0206,P0049,37,112.31,2357.98,1823.44,Faturado
V011351,2025-08-19,C0030,P0190,19,74.75,805.91,659.66,Faturado
V011352,2025-08-19,C0214,P0205,33,54.81,1026.34,849.72,Faturado
V011353,2025-08-19,C0043,P0456,39,48.16,1065.79,721.41,Faturado
V011354,2025-08-19,C0048,P0044,33,177.45,3322.84,2822.53,Faturado
V011355,2025-08-19,C0043,P0492,1,35.31,20.04,15.32,Faturado
V011356,2025-08-19,C0093,P0300,39,89.25,1975.11,1314.95,Faturado
V011357,2025-08-19,C0114,P0128,28,65.56,1041.64,687.63,Faturado
V011358,2025-08-19,C0066,P0482,17,15.59,150.39,99.82,Faturado
V011359,2025-08-19,C0119,P0189,6,12.2,41.54,27.54,Faturado
V011360,2025-08-19,C0053,P0170,44,154.4,3854.95,2838.7,Faturado
V011361,2025-08-19,C0072,P0279,20,215.23,2442.6,1651.68,Faturado
V011362,2025-08-19,C0078,P0201,47,457.93,12212.83,8431.42,Faturado
V011363,2025-08-19,C0162,P0385,13,243.1,1793.28,1361.88,Faturado
V011364,2025-08-19,C0205,P0125,12,652.58,4443.59,3363.06,Faturado
V011365,2025-08-19,C0074,P0292,30,52.35,891.16,673.2,Faturado
V011366,2025-08-19,C0072,P0311,21,132.05,1573.54,1304.02,Faturado
V011367,2025-08-19,C0199,P0366,2,103.17,117.09,82.73,Faturado
V011368,2025-08-19,C0013,P0016,18,708.55,7237.06,5423.82,Faturado
V011369,2025-08-19,C0218,P0345,28,206.88,3286.97,2549.58,Faturado
V011370,2025-08-19,C0184,P0274,4,243.51,552.71,407.13,Faturado
V011371,2025-08-19,C0059,P0482,42,15.59,371.55,246.62,Faturado
V011372,2025-08-19,C0032,P0294,43,40.97,999.66,769.15,Faturado
V011373,2025-08-19,C0083,P0451,6,388.59,1323.01,858.27,Faturado
V011374,2025-08-19,C0120,P0020,38,72.51,1563.51,1078.43,Faturado
V011375,2025-08-19,C0207,P0019,9,234.69,1198.55,783.42,Faturado
V011376,2025-08-19,C0054,P0013,20,39.3,446.01,355.33,Faturado
V011377,2025-08-20,C0181,P0452,34,73.78,1423.43,931.08,Faturado
V011378,2025-08-20,C0021,P0486,41,234.1,5446.34,4098.0,Faturado
V011379,2025-08-20,C0163,P0306,40,264.8,6010.31,4816.95,Faturado
V011380,2025-08-20,C0071,P0316,11,68.66,428.56,282.41,Faturado
V011381,2025-08-20,C0082,P0397,26,291.06,4294.13,2886.04,Faturado
V011382,2025-08-20,C0155,P0119,1,41.26,23.41,18.05,Faturado
V011383,2025-08-20,C0060,P0099,30,342.66,5833.16,4043.5,Faturado
V011384,2025-08-20,C0099,P0350,43,138.16,3371.09,2624.44,Faturado
V011385,2025-08-20,C0047,P0426,18,194.26,1984.15,1259.52,Faturado
V011386,2025-08-20,C0194,P0324,26,35.15,518.58,392.16,Faturado
V011387,2025-08-20,C0224,P0409,47,73.63,1963.69,1525.51,Faturado
V011388,2025-08-20,C0143,P0159,9,131.6,672.07,420.2,Faturado
V011389,2025-08-20,C0237,P0239,9,22.79,116.39,95.79,Faturado
V011390,2025-08-20,C0024,P0396,1,27.59,15.66,12.79,Faturado
V011391,2025-08-20,C0212,P0320,7,28.3,112.41,86.06,Faturado
V011392,2025-08-20,C0010,P0335,44,181.62,4534.56,3641.33,Faturado
V011393,2025-08-20,C0120,P0189,42,12.2,290.76,192.8,Faturado
V011394,2025-08-20,C0216,P0309,16,175.68,1595.0,1018.27,Faturado
V011395,2025-08-20,C0152,P0249,38,109.4,2358.96,1878.16,Faturado
V011396,2025-08-20,C0088,P0026,11,26.33,164.35,101.82,Faturado
V011397,2025-08-20,C0104,P0189,25,12.2,173.07,114.76,Faturado
V011398,2025-08-20,C0240,P0394,29,72.8,1197.98,792.19,Faturado
V011399,2025-08-20,C0124,P0140,19,16.94,182.64,127.61,Faturado
V011400,2025-08-20,C0185,P0406,18,187.6,1916.13,1347.58,Faturado
V011401,2025-08-20,C0240,P0488,47,121.47,3239.56,2099.8,Faturado
V011402,2025-08-21,C0132,P0168,35,48.94,971.97,730.79,Faturado
V011403,2025-08-21,C0245,P0264,11,57.05,356.1,262.35,Faturado
V011404,2025-08-21,C0009,P0098,10,16.62,94.31,63.47,Faturado
V011405,2025-08-21,C0069,P0134,17,458.76,4425.41,2816.83,Faturado
V011406,2025-08-21,C0074,P0429,13,149.98,1106.36,754.73,Faturado
V011407,2025-08-21,C0111,P0365,34,80.97,1562.15,1004.64,Faturado
V011408,2025-08-21,C0200,P0181,45,87.5,2234.29,1428.37,Faturado
V011409,2025-08-21,C0087,P0222,5,175.19,497.05,340.48,Faturado
V011410,2025-08-21,C0004,P0364,48,96.74,2634.91,2103.59,Faturado
V011411,2025-08-21,C0186,P0482,10,15.59,88.46,58.72,Faturado
V011412,2025-08-21,C0037,P0149,32,286.89,5209.36,3861.28,Faturado
V011413,2025-08-21,C0071,P0244,12,256.14,1744.13,1286.61,Faturado
V011414,2025-08-21,C0006,P0313,13,59.27,437.22,323.57,Faturado
V011415,2025-08-21,C0237,P0076,21,235.19,2802.58,1839.53,Faturado
V011416,2025-08-21,C0051,P0369,48,114.79,3126.54,1869.86,Faturado
V011417,2025-08-21,C0234,P0262,33,124.09,2323.65,1491.74,Faturado
V011418,2025-08-21,C0207,P0231,41,102.64,2387.92,1436.77,Faturado
V011419,2025-08-21,C0099,P0191,48,143.71,3914.24,3238.96,Faturado
V011420,2025-08-21,C0178,P0380,47,32.5,866.76,672.77,Faturado
V011421,2025-08-21,C0096,P0134,32,458.76,8330.19,5302.26,Faturado
V011422,2025-08-21,C0142,P0309,12,175.68,1196.25,763.7,Faturado
V011423,2025-08-22,C0014,P0240,24,320.22,4360.93,3666.08,Faturado
V011424,2025-08-22,C0027,P0348,4,20.32,46.12,30.9,Faturado
V011425,2025-08-22,C0038,P0141,21,14.01,166.95,126.63,Faturado
V011426,2025-08-22,C0147,P0204,39,111.63,2470.39,1685.65,Faturado
V011427,2025-08-22,C0165,P0150,7,283.33,1125.41,682.98,Faturado
V011428,2025-08-22,C0127,P0492,23,35.31,460.83,352.46,Faturado
V011429,2025-08-22,C0235,P0130,40,183.15,4157.06,2973.21,Faturado
V011430,2025-08-22,C0004,P0349,21,212.71,2534.7,1914.4,Faturado
V011431,2025-08-22,C0058,P0333,1,259.01,146.97,101.02,Faturado
V011432,2025-08-22,C0218,P0483,41,105.82,2461.9,1559.15,Faturado
V011433,2025-08-22,C0137,P0269,25,69.51,986.07,613.01,Faturado
V011434,2025-08-22,C0233,P0313,31,59.27,1042.6,771.58,Faturado
V011435,2025-08-22,C0113,P0418,44,115.75,2889.97,1899.1,Faturado
V011436,2025-08-22,C0168,P0403,38,202.16,4359.11,3261.93,Faturado
V011437,2025-08-22,C0143,P0137,45,91.26,2330.3,1980.25,Faturado
V011438,2025-08-22,C0233,P0116,5,101.23,287.21,215.88,Faturado
V011439,2025-08-22,C0229,P0351,31,286.61,5041.64,3323.04,Faturado
V011440,2025-08-22,C0004,P0161,1,444.43,252.19,196.86,Faturado
V011441,2025-08-22,C0218,P0155,30,310.06,5278.2,4052.54,Faturado
V011442,2025-08-22,C0052,P0173,18,177.02,1808.07,1141.21,Faturado
V011443,2025-08-22,C0146,P0130,8,183.15,831.41,594.64,Faturado
V011444,2025-08-22,C0233,P0079,26,365.24,5388.54,4424.31,Faturado
V011445,2025-08-22,C0181,P0467,40,173.39,3935.53,2595.71,Faturado
V011446,2025-08-22,C0187,P0057,15,225.01,1915.19,1513.63,Faturado
V011447,2025-08-22,C0099,P0351,19,286.61,3090.04,2036.7,Faturado
V011448,2025-08-22,C0182,P0057,10,225.01,1276.79,1009.08,Faturado
