statement_type,periodo,codigo_conta,conta,grupo_dre,valor
DRE,2026-05,4.01.001,CMV - Metalmecânica,CMV,-294953.05
DRE,2026-05,4.01.002,CMV - Plásticos,CMV,-341945.44
DRE,2026-05,4.01.003,CMV - Eletrônicos,CMV,-281898.89
DRE,2026-05,4.01.004,CMV - Embalagens,CMV,-230068.59
DRE,2026-05,4.01.005,CMV - Químicos,CMV,-493668.96
DRE,2026-05,5.01.001,Salarios e Ordenados CLT,Folha de Pagamento,-27887.7
DRE,2026-05,5.01.002,Encargos Sociais FGTS/INSS,Folha de Pagamento,-12616.15
DRE,2026-05,5.01.003,Pro-labore Administrativo,Folha de Pagamento,-6943.02
DRE,2026-05,5.02.001,Aluguel e Condominio,Custos Ocupacionais,-5629.36
DRE,2026-05,5.02.002,Energia Eletrica e Utilidades,Custos Ocupacionais,-2841.06
DRE,2026-05,5.03.001,Marketing Digital e Feiras,Marketing e Vendas,-3360.43
DRE,2026-05,5.03.002,Comissoes e Bonificacoes de Vendas,Marketing e Vendas,-2084.65
DRE,2026-05,5.04.001,Software ERP e Ferramentas SaaS,Despesas Administrativas (Software/SaaS),-2343.59
DRE,2026-05,5.04.002,Contabilidade e Assessoria Juridica,Despesas Administrativas (Software/SaaS),-1686.18
DRE,2026-05,5.04.003,Material de Escritorio e Viagens,Despesas Administrativas (Software/SaaS),-1029.62
DRE,2026-05,5.05.001,PIS sobre Faturamento,Impostos sobre Vendas,-49270.12
DRE,2026-05,5.05.002,COFINS sobre Faturamento,Impostos sobre Vendas,-226941.17
DRE,2024-01,,receita_bruta,Resumo Gerencial,2035199.43
DRE,2024-01,,receita_liquida,Resumo Gerencial,2035199.43
DRE,2024-01,,cmv,Resumo Gerencial,-1110684.69
DRE,2024-01,,lucro_bruto,Resumo Gerencial,924514.74
DRE,2024-01,,despesas_operacionais,Resumo Gerencial,-255621.07
DRE,2024-01,,ebitda,Resumo Gerencial,668893.67
DRE,2024-01,,lucro_liquido,Resumo Gerencial,668893.67
BALANCO,2024-01,,ativo_circulante,Resumo Gerencial,918893.67
BALANCO,2024-01,,passivo_circulante,Resumo Gerencial,366335.9
BALANCO,2024-01,,passivo_nao_circulante,Resumo Gerencial,162815.95
BALANCO,2024-01,,patrimonio_liquido,Resumo Gerencial,389741.82
DFC,2024-01,,caixa_operacional,Resumo Gerencial,668893.67
DFC,2024-01,,caixa_investimento,Resumo Gerencial,-50879.99
DFC,2024-01,,caixa_financiamento,Resumo Gerencial,30527.99
DFC,2024-01,,variacao_caixa,Resumo Gerencial,648541.68
DFC,2024-01,,caixa_final,Resumo Gerencial,918893.67
DRE,2024-02,,receita_bruta,Resumo Gerencial,2123023.42
DRE,2024-02,,receita_liquida,Resumo Gerencial,2123023.42
DRE,2024-02,,cmv,Resumo Gerencial,-1173242.82
DRE,2024-02,,lucro_bruto,Resumo Gerencial,949780.6
DRE,2024-02,,despesas_operacionais,Resumo Gerencial,-262752.49
DRE,2024-02,,ebitda,Resumo Gerencial,687028.11
DRE,2024-02,,lucro_liquido,Resumo Gerencial,687028.11
BALANCO,2024-02,,ativo_circulante,Resumo Gerencial,1605921.78
BALANCO,2024-02,,passivo_circulante,Resumo Gerencial,382144.22
BALANCO,2024-02,,passivo_nao_circulante,Resumo Gerencial,169841.87
BALANCO,2024-02,,patrimonio_liquido,Resumo Gerencial,1053935.69
DFC,2024-02,,caixa_operacional,Resumo Gerencial,687028.11
DFC,2024-02,,caixa_investimento,Resumo Gerencial,0.0
DFC,2024-02,,caixa_financiamento,Resumo Gerencial,0.0
DFC,2024-02,,variacao_caixa,Resumo Gerencial,687028.11
DFC,2024-02,,caixa_final,Resumo Gerencial,1605921.78
DRE,2024-03,,receita_bruta,Resumo Gerencial,2037861.93
DRE,2024-03,,receita_liquida,Resumo Gerencial,2037861.93
DRE,2024-03,,cmv,Resumo Gerencial,-1112107.14
DRE,2024-03,,lucro_bruto,Resumo Gerencial,925754.79
DRE,2024-03,,despesas_operacionais,Resumo Gerencial,-255751.64
DRE,2024-03,,ebitda,Resumo Gerencial,670003.15
DRE,2024-03,,lucro_liquido,Resumo Gerencial,670003.15
BALANCO,2024-03,,ativo_circulante,Resumo Gerencial,2275924.93
BALANCO,2024-03,,passivo_circulante,Resumo Gerencial,366815.15
BALANCO,2024-03,,passivo_nao_circulante,Resumo Gerencial,163028.95
BALANCO,2024-03,,patrimonio_liquido,Resumo Gerencial,1746080.83
DFC,2024-03,,caixa_operacional,Resumo Gerencial,670003.15
DFC,2024-03,,caixa_investimento,Resumo Gerencial,0.0
DFC,2024-03,,caixa_financiamento,Resumo Gerencial,0.0
DFC,2024-03,,variacao_caixa,Resumo Gerencial,670003.15
DFC,2024-03,,caixa_final,Resumo Gerencial,2275924.93
DRE,2024-04,,receita_bruta,Resumo Gerencial,2022122.61
DRE,2024-04,,receita_liquida,Resumo Gerencial,2022122.61
DRE,2024-04,,cmv,Resumo Gerencial,-1095877.9
DRE,2024-04,,lucro_bruto,Resumo Gerencial,926244.71
DRE,2024-04,,despesas_operacionais,Resumo Gerencial,-252294.82
DRE,2024-04,,ebitda,Resumo Gerencial,673949.89
DRE,2024-04,,lucro_liquido,Resumo Gerencial,673949.89
BALANCO,2024-04,,ativo_circulante,Resumo Gerencial,2949874.82
BALANCO,2024-04,,passivo_circulante,Resumo Gerencial,363982.07
BALANCO,2024-04,,passivo_nao_circulante,Resumo Gerencial,161769.81
BALANCO,2024-04,,patrimonio_liquido,Resumo Gerencial,2424122.94
DFC,2024-04,,caixa_operacional,Resumo Gerencial,673949.89
DFC,2024-04,,caixa_investimento,Resumo Gerencial,-50553.07
DFC,2024-04,,caixa_financiamento,Resumo Gerencial,0.0
DFC,2024-04,,variacao_caixa,Resumo Gerencial,623396.82
DFC,2024-04,,caixa_final,Resumo Gerencial,2949874.82
DRE,2024-05,,receita_bruta,Resumo Gerencial,2158190.92
DRE,2024-05,,receita_liquida,Resumo Gerencial,2158190.92
DRE,2024-05,,cmv,Resumo Gerencial,-1181007.08
DRE,2024-05,,lucro_bruto,Resumo Gerencial,977183.84
DRE,2024-05,,despesas_operacionais,Resumo Gerencial,-266470.51
DRE,2024-05,,ebitda,Resumo Gerencial,710713.33
DRE,2024-05,,lucro_liquido,Resumo Gerencial,710713.33
BALANCO,2024-05,,ativo_circulante,Resumo Gerencial,3660588.15
BALANCO,2024-05,,passivo_circulante,Resumo Gerencial,388474.37
BALANCO,2024-05,,passivo_nao_circulante,Resumo Gerencial,172655.27
BALANCO,2024-05,,patrimonio_liquido,Resumo Gerencial,3099458.51
DFC,2024-05,,caixa_operacional,Resumo Gerencial,710713.33
DFC,2024-05,,caixa_investimento,Resumo Gerencial,0.0
DFC,2024-05,,caixa_financiamento,Resumo Gerencial,0.0
DFC,2024-05,,variacao_caixa,Resumo Gerencial,710713.33
DFC,2024-05,,caixa_final,Resumo Gerencial,3660588.15
DRE,2024-06,,receita_bruta,Resumo Gerencial,1846527.47
DRE,2024-06,,receita_liquida,Resumo Gerencial,1846527.47
DRE,2024-06,,cmv,Resumo Gerencial,-1004865.47
DRE,2024-06,,lucro_bruto,Resumo Gerencial,841662.0
DRE,2024-06,,despesas_operacionais,Resumo Gerencial,-237669.85
DRE,2024-06,,ebitda,Resumo Gerencial,603992.15
DRE,2024-06,,lucro_liquido,Resumo Gerencial,603992.15
BALANCO,2024-06,,ativo_circulante,Resumo Gerencial,4264580.3
BALANCO,2024-06,,passivo_circulante,Resumo Gerencial,332374.94
BALANCO,2024-06,,passivo_nao_circulante,Resumo Gerencial,147722.2
BALANCO,2024-06,,patrimonio_liquido,Resumo Gerencial,3784483.16
DFC,2024-06,,caixa_operacional,Resumo Gerencial,603992.15
DFC,2024-06,,caixa_investimento,Resumo Gerencial,0.0
DFC,2024-06,,caixa_financiamento,Resumo Gerencial,0.0
DFC,2024-06,,variacao_caixa,Resumo Gerencial,603992.15
DFC,2024-06,,caixa_final,Resumo Gerencial,4264580.3
DRE,2024-07,,receita_bruta,Resumo Gerencial,2022142.14
DRE,2024-07,,receita_liquida,Resumo Gerencial,2022142.14
DRE,2024-07,,cmv,Resumo Gerencial,-1115576.11
DRE,2024-07,,lucro_bruto,Resumo Gerencial,906566.03
DRE,2024-07,,despesas_operacionais,Resumo Gerencial,-254489.91
DRE,2024-07,,ebitda,Resumo Gerencial,652076.12
DRE,2024-07,,lucro_liquido,Resumo Gerencial,652076.12
BALANCO,2024-07,,ativo_circulante,Resumo Gerencial,4916656.42
BALANCO,2024-07,,passivo_circulante,Resumo Gerencial,363985.59
BALANCO,2024-07,,passivo_nao_circulante,Resumo Gerencial,161771.37
BALANCO,2024-07,,patrimonio_liquido,Resumo Gerencial,4390899.46
DFC,2024-07,,caixa_operacional,Resumo Gerencial,652076.12
DFC,2024-07,,caixa_investimento,Resumo Gerencial,-50553.55
DFC,2024-07,,caixa_financiamento,Resumo Gerencial,30332.13
DFC,2024-07,,variacao_caixa,Resumo Gerencial,631854.7
DFC,2024-07,,caixa_final,Resumo Gerencial,4916656.42
DRE,2024-08,,receita_bruta,Resumo Gerencial,1873385.24
DRE,2024-08,,receita_liquida,Resumo Gerencial,1873385.24
DRE,2024-08,,cmv,Resumo Gerencial,-1029403.7
DRE,2024-08,,lucro_bruto,Resumo Gerencial,843981.54
DRE,2024-08,,despesas_operacionais,Resumo Gerencial,-240272.92
DRE,2024-08,,ebitda,Resumo Gerencial,603708.62
DRE,2024-08,,lucro_liquido,Resumo Gerencial,603708.62
BALANCO,2024-08,,ativo_circulante,Resumo Gerencial,5520365.04
BALANCO,2024-08,,passivo_circulante,Resumo Gerencial,337209.34
BALANCO,2024-08,,passivo_nao_circulante,Resumo Gerencial,149870.82
BALANCO,2024-08,,patrimonio_liquido,Resumo Gerencial,5033284.88
DFC,2024-08,,caixa_operacional,Resumo Gerencial,603708.62
DFC,2024-08,,caixa_investimento,Resumo Gerencial,0.0
DFC,2024-08,,caixa_financiamento,Resumo Gerencial,0.0
DFC,2024-08,,variacao_caixa,Resumo Gerencial,603708.62
DFC,2024-08,,caixa_final,Resumo Gerencial,5520365.04
DRE,2024-09,,receita_bruta,Resumo Gerencial,1787725.06
DRE,2024-09,,receita_liquida,Resumo Gerencial,1787725.06
DRE,2024-09,,cmv,Resumo Gerencial,-983921.55
DRE,2024-09,,lucro_bruto,Resumo Gerencial,803803.51
DRE,2024-09,,despesas_operacionais,Resumo Gerencial,-231122.96
DRE,2024-09,,ebitda,Resumo Gerencial,572680.55
DRE,2024-09,,lucro_liquido,Resumo Gerencial,572680.55
BALANCO,2024-09,,ativo_circulante,Resumo Gerencial,6093045.59
BALANCO,2024-09,,passivo_circulante,Resumo Gerencial,321790.51
BALANCO,2024-09,,passivo_nao_circulante,Resumo Gerencial,143018.0
BALANCO,2024-09,,patrimonio_liquido,Resumo Gerencial,5628237.07
DFC,2024-09,,caixa_operacional,Resumo Gerencial,572680.55
DFC,2024-09,,caixa_investimento,Resumo Gerencial,0.0
DFC,2024-09,,caixa_financiamento,Resumo Gerencial,0.0
DFC,2024-09,,variacao_caixa,Resumo Gerencial,572680.55
DFC,2024-09,,caixa_final,Resumo Gerencial,6093045.59
DRE,2024-10,,receita_bruta,Resumo Gerencial,2094935.46
DRE,2024-10,,receita_liquida,Resumo Gerencial,2094935.46
DRE,2024-10,,cmv,Resumo Gerencial,-1150627.64
DRE,2024-10,,lucro_bruto,Resumo Gerencial,944307.82
DRE,2024-10,,despesas_operacionais,Resumo Gerencial,-259341.61
DRE,2024-10,,ebitda,Resumo Gerencial,684966.21
DRE,2024-10,,lucro_liquido,Resumo Gerencial,684966.21
BALANCO,2024-10,,ativo_circulante,Resumo Gerencial,6778011.8
BALANCO,2024-10,,passivo_circulante,Resumo Gerencial,377088.38
BALANCO,2024-10,,passivo_nao_circulante,Resumo Gerencial,167594.84
BALANCO,2024-10,,patrimonio_liquido,Resumo Gerencial,6233328.58
DFC,2024-10,,caixa_operacional,Resumo Gerencial,684966.21
DFC,2024-10,,caixa_investimento,Resumo Gerencial,-52373.39
DFC,2024-10,,caixa_financiamento,Resumo Gerencial,0.0
DFC,2024-10,,variacao_caixa,Resumo Gerencial,632592.82
DFC,2024-10,,caixa_final,Resumo Gerencial,6778011.8
DRE,2024-11,,receita_bruta,Resumo Gerencial,2603461.75
DRE,2024-11,,receita_liquida,Resumo Gerencial,2603461.75
DRE,2024-11,,cmv,Resumo Gerencial,-1420655.29
DRE,2024-11,,lucro_bruto,Resumo Gerencial,1182806.46
DRE,2024-11,,despesas_operacionais,Resumo Gerencial,-308630.25
DRE,2024-11,,ebitda,Resumo Gerencial,874176.21
DRE,2024-11,,lucro_liquido,Resumo Gerencial,874176.21
BALANCO,2024-11,,ativo_circulante,Resumo Gerencial,7652188.01
BALANCO,2024-11,,passivo_circulante,Resumo Gerencial,468623.11
BALANCO,2024-11,,passivo_nao_circulante,Resumo Gerencial,208276.94
BALANCO,2024-11,,patrimonio_liquido,Resumo Gerencial,6975287.95
DFC,2024-11,,caixa_operacional,Resumo Gerencial,874176.21
DFC,2024-11,,caixa_investimento,Resumo Gerencial,0.0
DFC,2024-11,,caixa_financiamento,Resumo Gerencial,0.0
DFC,2024-11,,variacao_caixa,Resumo Gerencial,874176.21
DFC,2024-11,,caixa_final,Resumo Gerencial,7652188.01
DRE,2024-12,,receita_bruta,Resumo Gerencial,2601941.89
DRE,2024-12,,receita_liquida,Resumo Gerencial,2601941.89
DRE,2024-12,,cmv,Resumo Gerencial,-1424303.78
DRE,2024-12,,lucro_bruto,Resumo Gerencial,1177638.11
DRE,2024-12,,despesas_operacionais,Resumo Gerencial,-308872.07
DRE,2024-12,,ebitda,Resumo Gerencial,868766.04
DRE,2024-12,,lucro_liquido,Resumo Gerencial,868766.04
BALANCO,2024-12,,ativo_circulante,Resumo Gerencial,8520954.05
BALANCO,2024-12,,passivo_circulante,Resumo Gerencial,468349.54
BALANCO,2024-12,,passivo_nao_circulante,Resumo Gerencial,208155.35
BALANCO,2024-12,,patrimonio_liquido,Resumo Gerencial,7844449.16
DFC,2024-12,,caixa_operacional,Resumo Gerencial,868766.04
DFC,2024-12,,caixa_investimento,Resumo Gerencial,0.0
DFC,2024-12,,caixa_financiamento,Resumo Gerencial,0.0
DFC,2024-12,,variacao_caixa,Resumo Gerencial,868766.04
DFC,2024-12,,caixa_final,Resumo Gerencial,8520954.05
DRE,2025-01,,receita_bruta,Resumo Gerencial,1642125.19
DRE,2025-01,,receita_liquida,Resumo Gerencial,1642125.19
DRE,2025-01,,cmv,Resumo Gerencial,-1187104.92
DRE,2025-01,,lucro_bruto,Resumo Gerencial,455020.27
DRE,2025-01,,despesas_operacionais,Resumo Gerencial,-323631.46
DRE,2025-01,,ebitda,Resumo Gerencial,131388.81
DRE,2025-01,,lucro_liquido,Resumo Gerencial,131388.81
BALANCO,2025-01,,ativo_circulante,Resumo Gerencial,8652342.86
BALANCO,2025-01,,passivo_circulante,Resumo Gerencial,295582.53
BALANCO,2025-01,,passivo_nao_circulante,Resumo Gerencial,131370.02
BALANCO,2025-01,,patrimonio_liquido,Resumo Gerencial,8225390.31
DFC,2025-01,,caixa_operacional,Resumo Gerencial,131388.81
DFC,2025-01,,caixa_investimento,Resumo Gerencial,-41053.13
DFC,2025-01,,caixa_financiamento,Resumo Gerencial,24631.88
DFC,2025-01,,variacao_caixa,Resumo Gerencial,114967.56
DFC,2025-01,,caixa_final,Resumo Gerencial,8652342.86
DRE,2025-02,,receita_bruta,Resumo Gerencial,1410533.69
DRE,2025-02,,receita_liquida,Resumo Gerencial,1410533.69
DRE,2025-02,,cmv,Resumo Gerencial,-1019021.18
DRE,2025-02,,lucro_bruto,Resumo Gerencial,391512.51
DRE,2025-02,,despesas_operacionais,Resumo Gerencial,-302209.25
DRE,2025-02,,ebitda,Resumo Gerencial,89303.26
DRE,2025-02,,lucro_liquido,Resumo Gerencial,89303.26
BALANCO,2025-02,,ativo_circulante,Resumo Gerencial,8741646.12
BALANCO,2025-02,,passivo_circulante,Resumo Gerencial,253896.06
BALANCO,2025-02,,passivo_nao_circulante,Resumo Gerencial,112842.7
BALANCO,2025-02,,patrimonio_liquido,Resumo Gerencial,8374907.36
DFC,2025-02,,caixa_operacional,Resumo Gerencial,89303.26
DFC,2025-02,,caixa_investimento,Resumo Gerencial,0.0
DFC,2025-02,,caixa_financiamento,Resumo Gerencial,0.0
DFC,2025-02,,variacao_caixa,Resumo Gerencial,89303.26
DFC,2025-02,,caixa_final,Resumo Gerencial,8741646.12
DRE,2025-03,,receita_bruta,Resumo Gerencial,1683610.95
DRE,2025-03,,receita_liquida,Resumo Gerencial,1683610.95
DRE,2025-03,,cmv,Resumo Gerencial,-1220114.34
DRE,2025-03,,lucro_bruto,Resumo Gerencial,463496.61
DRE,2025-03,,despesas_operacionais,Resumo Gerencial,-327468.89
DRE,2025-03,,ebitda,Resumo Gerencial,136027.72
DRE,2025-03,,lucro_liquido,Resumo Gerencial,136027.72
BALANCO,2025-03,,ativo_circulante,Resumo Gerencial,8877673.84
BALANCO,2025-03,,passivo_circulante,Resumo Gerencial,303049.97
BALANCO,2025-03,,passivo_nao_circulante,Resumo Gerencial,134688.88
BALANCO,2025-03,,patrimonio_liquido,Resumo Gerencial,8439934.99
DFC,2025-03,,caixa_operacional,Resumo Gerencial,136027.72
DFC,2025-03,,caixa_investimento,Resumo Gerencial,0.0
DFC,2025-03,,caixa_financiamento,Resumo Gerencial,0.0
DFC,2025-03,,variacao_caixa,Resumo Gerencial,136027.72
DFC,2025-03,,caixa_final,Resumo Gerencial,8877673.84
DRE,2025-04,,receita_bruta,Resumo Gerencial,1569459.7
DRE,2025-04,,receita_liquida,Resumo Gerencial,1569459.7
DRE,2025-04,,cmv,Resumo Gerencial,-1144922.13
DRE,2025-04,,lucro_bruto,Resumo Gerencial,424537.57
DRE,2025-04,,despesas_operacionais,Resumo Gerencial,-316909.91
DRE,2025-04,,ebitda,Resumo Gerencial,107627.66
DRE,2025-04,,lucro_liquido,Resumo Gerencial,107627.66
BALANCO,2025-04,,ativo_circulante,Resumo Gerencial,8985301.5
BALANCO,2025-04,,passivo_circulante,Resumo Gerencial,282502.75
BALANCO,2025-04,,passivo_nao_circulante,Resumo Gerencial,125556.78
BALANCO,2025-04,,patrimonio_liquido,Resumo Gerencial,8577241.98
DFC,2025-04,,caixa_operacional,Resumo Gerencial,107627.66
DFC,2025-04,,caixa_investimento,Resumo Gerencial,-39236.49
DFC,2025-04,,caixa_financiamento,Resumo Gerencial,0.0
DFC,2025-04,,variacao_caixa,Resumo Gerencial,68391.17
DFC,2025-04,,caixa_final,Resumo Gerencial,8985301.5
DRE,2025-05,,receita_bruta,Resumo Gerencial,1544768.4
DRE,2025-05,,receita_liquida,Resumo Gerencial,1544768.4
DRE,2025-05,,cmv,Resumo Gerencial,-1129446.49
DRE,2025-05,,lucro_bruto,Resumo Gerencial,415321.91
DRE,2025-05,,despesas_operacionais,Resumo Gerencial,-314625.96
DRE,2025-05,,ebitda,Resumo Gerencial,100695.95
DRE,2025-05,,lucro_liquido,Resumo Gerencial,100695.95
BALANCO,2025-05,,ativo_circulante,Resumo Gerencial,9085997.45
BALANCO,2025-05,,passivo_circulante,Resumo Gerencial,278058.31
BALANCO,2025-05,,passivo_nao_circulante,Resumo Gerencial,123581.47
BALANCO,2025-05,,patrimonio_liquido,Resumo Gerencial,8684357.67
DFC,2025-05,,caixa_operacional,Resumo Gerencial,100695.95
DFC,2025-05,,caixa_investimento,Resumo Gerencial,0.0
DFC,2025-05,,caixa_financiamento,Resumo Gerencial,0.0
DFC,2025-05,,variacao_caixa,Resumo Gerencial,100695.95
DFC,2025-05,,caixa_final,Resumo Gerencial,9085997.45
DRE,2025-06,,receita_bruta,Resumo Gerencial,1573578.63
DRE,2025-06,,receita_liquida,Resumo Gerencial,1573578.63
DRE,2025-06,,cmv,Resumo Gerencial,-1144897.08
DRE,2025-06,,lucro_bruto,Resumo Gerencial,428681.55
DRE,2025-06,,despesas_operacionais,Resumo Gerencial,-317290.91
DRE,2025-06,,ebitda,Resumo Gerencial,111390.64
DRE,2025-06,,lucro_liquido,Resumo Gerencial,111390.64
BALANCO,2025-06,,ativo_circulante,Resumo Gerencial,9197388.09
BALANCO,2025-06,,passivo_circulante,Resumo Gerencial,283244.15
BALANCO,2025-06,,passivo_nao_circulante,Resumo Gerencial,125886.29
BALANCO,2025-06,,patrimonio_liquido,Resumo Gerencial,8788257.65
DFC,2025-06,,caixa_operacional,Resumo Gerencial,111390.64
DFC,2025-06,,caixa_investimento,Resumo Gerencial,0.0
DFC,2025-06,,caixa_financiamento,Resumo Gerencial,0.0
DFC,2025-06,,variacao_caixa,Resumo Gerencial,111390.64
DFC,2025-06,,caixa_final,Resumo Gerencial,9197388.09
DRE,2025-07,,receita_bruta,Resumo Gerencial,1722720.52
DRE,2025-07,,receita_liquida,Resumo Gerencial,1722720.52
DRE,2025-07,,cmv,Resumo Gerencial,-1255610.5
DRE,2025-07,,lucro_bruto,Resumo Gerencial,467110.02
DRE,2025-07,,despesas_operacionais,Resumo Gerencial,-331086.53
DRE,2025-07,,ebitda,Resumo Gerencial,136023.49
DRE,2025-07,,lucro_liquido,Resumo Gerencial,136023.49
BALANCO,2025-07,,ativo_circulante,Resumo Gerencial,9333411.58
BALANCO,2025-07,,passivo_circulante,Resumo Gerencial,310089.69
BALANCO,2025-07,,passivo_nao_circulante,Resumo Gerencial,137817.64
BALANCO,2025-07,,patrimonio_liquido,Resumo Gerencial,8885504.24
DFC,2025-07,,caixa_operacional,Resumo Gerencial,136023.49
DFC,2025-07,,caixa_investimento,Resumo Gerencial,-43068.01
DFC,2025-07,,caixa_financiamento,Resumo Gerencial,25840.81
DFC,2025-07,,variacao_caixa,Resumo Gerencial,118796.28
DFC,2025-07,,caixa_final,Resumo Gerencial,9333411.58
DRE,2025-08,,receita_bruta,Resumo Gerencial,1472395.46
DRE,2025-08,,receita_liquida,Resumo Gerencial,1472395.46
DRE,2025-08,,cmv,Resumo Gerencial,-1073666.44
DRE,2025-08,,lucro_bruto,Resumo Gerencial,398729.02
DRE,2025-08,,despesas_operacionais,Resumo Gerencial,-307931.46
DRE,2025-08,,ebitda,Resumo Gerencial,90797.56
DRE,2025-08,,lucro_liquido,Resumo Gerencial,90797.56
BALANCO,2025-08,,ativo_circulante,Resumo Gerencial,9424209.14
BALANCO,2025-08,,passivo_circulante,Resumo Gerencial,265031.18
BALANCO,2025-08,,passivo_nao_circulante,Resumo Gerencial,117791.64
BALANCO,2025-08,,patrimonio_liquido,Resumo Gerencial,9041386.32
DFC,2025-08,,caixa_operacional,Resumo Gerencial,90797.56
DFC,2025-08,,caixa_investimento,Resumo Gerencial,0.0
DFC,2025-08,,caixa_financiamento,Resumo Gerencial,0.0
DFC,2025-08,,variacao_caixa,Resumo Gerencial,90797.56
DFC,2025-08,,caixa_final,Resumo Gerencial,9424209.14
DRE,2025-09,,receita_bruta,Resumo Gerencial,1743596.54
DRE,2025-09,,receita_liquida,Resumo Gerencial,1743596.54
DRE,2025-09,,cmv,Resumo Gerencial,-1285146.09
DRE,2025-09,,lucro_bruto,Resumo Gerencial,458450.45
DRE,2025-09,,despesas_operacionais,Resumo Gerencial,-333017.56
DRE,2025-09,,ebitda,Resumo Gerencial,125432.89
DRE,2025-09,,lucro_liquido,Resumo Gerencial,125432.89
BALANCO,2025-09,,ativo_circulante,Resumo Gerencial,9549642.03
BALANCO,2025-09,,passivo_circulante,Resumo Gerencial,313847.38
BALANCO,2025-09,,passivo_nao_circulante,Resumo Gerencial,139487.72
BALANCO,2025-09,,patrimonio_liquido,Resumo Gerencial,9096306.93
DFC,2025-09,,caixa_operacional,Resumo Gerencial,125432.89
DFC,2025-09,,caixa_investimento,Resumo Gerencial,0.0
DFC,2025-09,,caixa_financiamento,Resumo Gerencial,0.0
DFC,2025-09,,variacao_caixa,Resumo Gerencial,125432.89
DFC,2025-09,,caixa_final,Resumo Gerencial,9549642.03
DRE,2025-10,,receita_bruta,Resumo Gerencial,1780090.98
DRE,2025-10,,receita_liquida,Resumo Gerencial,1780090.98
DRE,2025-10,,cmv,Resumo Gerencial,-1303073.34
DRE,2025-10,,lucro_bruto,Resumo Gerencial,477017.64
DRE,2025-10,,despesas_operacionais,Resumo Gerencial,-336393.29
DRE,2025-10,,ebitda,Resumo Gerencial,140624.35
DRE,2025-10,,lucro_liquido,Resumo Gerencial,140624.35
BALANCO,2025-10,,ativo_circulante,Resumo Gerencial,9690266.38
BALANCO,2025-10,,passivo_circulante,Resumo Gerencial,320416.38
BALANCO,2025-10,,passivo_nao_circulante,Resumo Gerencial,142407.28
BALANCO,2025-10,,patrimonio_liquido,Resumo Gerencial,9227442.73
DFC,2025-10,,caixa_operacional,Resumo Gerencial,140624.35
DFC,2025-10,,caixa_investimento,Resumo Gerencial,-44502.27
DFC,2025-10,,caixa_financiamento,Resumo Gerencial,0.0
DFC,2025-10,,variacao_caixa,Resumo Gerencial,96122.08
DFC,2025-10,,caixa_final,Resumo Gerencial,9690266.38
DRE,2025-11,,receita_bruta,Resumo Gerencial,2320243.01
DRE,2025-11,,receita_liquida,Resumo Gerencial,2320243.01
DRE,2025-11,,cmv,Resumo Gerencial,-1670214.88
DRE,2025-11,,lucro_bruto,Resumo Gerencial,650028.13
DRE,2025-11,,despesas_operacionais,Resumo Gerencial,-386357.36
DRE,2025-11,,ebitda,Resumo Gerencial,263670.77
DRE,2025-11,,lucro_liquido,Resumo Gerencial,263670.77
BALANCO,2025-11,,ativo_circulante,Resumo Gerencial,9953937.15
BALANCO,2025-11,,passivo_circulante,Resumo Gerencial,417643.74
BALANCO,2025-11,,passivo_nao_circulante,Resumo Gerencial,185619.44
BALANCO,2025-11,,patrimonio_liquido,Resumo Gerencial,9350673.97
DFC,2025-11,,caixa_operacional,Resumo Gerencial,263670.77
DFC,2025-11,,caixa_investimento,Resumo Gerencial,0.0
DFC,2025-11,,caixa_financiamento,Resumo Gerencial,0.0
DFC,2025-11,,variacao_caixa,Resumo Gerencial,263670.77
DFC,2025-11,,caixa_final,Resumo Gerencial,9953937.15
DRE,2025-12,,receita_bruta,Resumo Gerencial,2234384.55
DRE,2025-12,,receita_liquida,Resumo Gerencial,2234384.55
DRE,2025-12,,cmv,Resumo Gerencial,-1610740.57
DRE,2025-12,,lucro_bruto,Resumo Gerencial,623643.98
DRE,2025-12,,despesas_operacionais,Resumo Gerencial,-378415.46
DRE,2025-12,,ebitda,Resumo Gerencial,245228.52
DRE,2025-12,,lucro_liquido,Resumo Gerencial,245228.52
BALANCO,2025-12,,ativo_circulante,Resumo Gerencial,10199165.67
BALANCO,2025-12,,passivo_circulante,Resumo Gerencial,402189.22
BALANCO,2025-12,,passivo_nao_circulante,Resumo Gerencial,178750.76
BALANCO,2025-12,,patrimonio_liquido,Resumo Gerencial,9618225.69
DFC,2025-12,,caixa_operacional,Resumo Gerencial,245228.52
DFC,2025-12,,caixa_investimento,Resumo Gerencial,0.0
DFC,2025-12,,caixa_financiamento,Resumo Gerencial,0.0
DFC,2025-12,,variacao_caixa,Resumo Gerencial,245228.52
DFC,2025-12,,caixa_final,Resumo Gerencial,10199165.67
DRE,2026-01,,receita_bruta,Resumo Gerencial,3827759.12
DRE,2026-01,,receita_liquida,Resumo Gerencial,3827759.12
DRE,2026-01,,cmv,Resumo Gerencial,-2089858.03
DRE,2026-01,,lucro_bruto,Resumo Gerencial,1737901.09
DRE,2026-01,,despesas_operacionais,Resumo Gerencial,-418638.93
DRE,2026-01,,ebitda,Resumo Gerencial,1319262.16
DRE,2026-01,,lucro_liquido,Resumo Gerencial,1319262.16
BALANCO,2026-01,,ativo_circulante,Resumo Gerencial,11518427.83
